nodelist=r23m[0031-0037,0040]
# MPI communication: MPI-RMA with lock_all
# Running problem size 20^3 per domain until completion
# Num processors: 343
# Total number of elements: 2744000 

To run other sizes, use -s <integer>.
To run a fixed number of iterations, use -i <integer>.
To run a more or less balanced region set, use -b <integer>.
To change the relative costs of regions, use -c <integer>.
To print out progress, use -p
To write an output file for VisIt, use -v
See help (-h) for more options

Run completed:
   Problem size        =  20
   MPI tasks           =  343
   Iteration count     =  5008
   Final Origin Energy =  3.284469e+06
   Testing Plane 0 of Energy Array on rank 0:
        MaxAbsDiff   = 7.858034e-10
        TotalAbsDiff = 2.023080e-08
        MaxRelDiff   = 3.134440e-14

Elapsed time         =    1.1e+02 (s)
Grind time (us/z/c)  =   2.641784 (per dom)  ( 105.84043 overall)
FOM                  =   129836.5 (z/s)

[MEMUSAGE] Total Memory Consumption (max_rss): 53760.949 MiB
[MEMUSAGE] Rank 0:	 156.734 MiB
[MEMUSAGE] Rank 91:	 156.582 MiB
[MEMUSAGE] Rank 92:	 154.629 MiB
[MEMUSAGE] Rank 93:	 156.590 MiB
[MEMUSAGE] Rank 94:	 156.598 MiB
[MEMUSAGE] Rank 95:	 156.410 MiB
[MEMUSAGE] Rank 96:	 154.613 MiB
[MEMUSAGE] Rank 97:	 156.312 MiB
[MEMUSAGE] Rank 98:	 156.402 MiB
[MEMUSAGE] Rank 99:	 156.605 MiB
[MEMUSAGE] Rank 100:	 156.684 MiB
[MEMUSAGE] Rank 101:	 156.656 MiB
[MEMUSAGE] Rank 102:	 156.742 MiB
[MEMUSAGE] Rank 103:	 156.691 MiB
[MEMUSAGE] Rank 104:	 156.496 MiB
[MEMUSAGE] Rank 105:	 156.633 MiB
[MEMUSAGE] Rank 106:	 156.906 MiB
[MEMUSAGE] Rank 107:	 156.688 MiB
[MEMUSAGE] Rank 108:	 156.676 MiB
[MEMUSAGE] Rank 109:	 156.758 MiB
[MEMUSAGE] Rank 110:	 156.746 MiB
[MEMUSAGE] Rank 111:	 156.492 MiB
[MEMUSAGE] Rank 112:	 158.719 MiB
[MEMUSAGE] Rank 113:	 156.547 MiB
[MEMUSAGE] Rank 114:	 156.762 MiB
[MEMUSAGE] Rank 115:	 156.609 MiB
[MEMUSAGE] Rank 116:	 156.805 MiB
[MEMUSAGE] Rank 117:	 156.387 MiB
[MEMUSAGE] Rank 118:	 156.652 MiB
[MEMUSAGE] Rank 119:	 156.684 MiB
[MEMUSAGE] Rank 120:	 156.781 MiB
[MEMUSAGE] Rank 121:	 156.609 MiB
[MEMUSAGE] Rank 122:	 156.613 MiB
[MEMUSAGE] Rank 123:	 156.348 MiB
[MEMUSAGE] Rank 124:	 158.574 MiB
[MEMUSAGE] Rank 125:	 156.457 MiB
[MEMUSAGE] Rank 126:	 156.535 MiB
[MEMUSAGE] Rank 127:	 156.727 MiB
[MEMUSAGE] Rank 128:	 156.684 MiB
[MEMUSAGE] Rank 129:	 156.672 MiB
[MEMUSAGE] Rank 130:	 158.754 MiB
[MEMUSAGE] Rank 131:	 158.637 MiB
[MEMUSAGE] Rank 132:	 156.551 MiB
[MEMUSAGE] Rank 133:	 156.582 MiB
[MEMUSAGE] Rank 134:	 156.781 MiB
[MEMUSAGE] Rank 135:	 156.691 MiB
[MEMUSAGE] Rank 136:	 156.859 MiB
[MEMUSAGE] Rank 137:	 156.750 MiB
[MEMUSAGE] Rank 138:	 156.836 MiB
[MEMUSAGE] Rank 139:	 158.535 MiB
[MEMUSAGE] Rank 140:	 158.496 MiB
[MEMUSAGE] Rank 141:	 156.363 MiB
[MEMUSAGE] Rank 142:	 156.469 MiB
[MEMUSAGE] Rank 143:	 156.434 MiB
[MEMUSAGE] Rank 144:	 156.598 MiB
[MEMUSAGE] Rank 145:	 154.422 MiB
[MEMUSAGE] Rank 146:	 156.441 MiB
[MEMUSAGE] Rank 147:	 158.473 MiB
[MEMUSAGE] Rank 148:	 156.547 MiB
[MEMUSAGE] Rank 149:	 156.309 MiB
[MEMUSAGE] Rank 150:	 156.645 MiB
[MEMUSAGE] Rank 151:	 156.574 MiB
[MEMUSAGE] Rank 152:	 156.586 MiB
[MEMUSAGE] Rank 153:	 156.449 MiB
[MEMUSAGE] Rank 154:	 158.555 MiB
[MEMUSAGE] Rank 155:	 156.801 MiB
[MEMUSAGE] Rank 156:	 156.641 MiB
[MEMUSAGE] Rank 157:	 156.547 MiB
[MEMUSAGE] Rank 158:	 154.648 MiB
[MEMUSAGE] Rank 159:	 156.652 MiB
[MEMUSAGE] Rank 160:	 156.664 MiB
[MEMUSAGE] Rank 161:	 158.504 MiB
[MEMUSAGE] Rank 162:	 156.738 MiB
[MEMUSAGE] Rank 163:	 156.590 MiB
[MEMUSAGE] Rank 164:	 156.840 MiB
[MEMUSAGE] Rank 165:	 156.621 MiB
[MEMUSAGE] Rank 166:	 156.668 MiB
[MEMUSAGE] Rank 167:	 156.559 MiB
[MEMUSAGE] Rank 168:	 158.641 MiB
[MEMUSAGE] Rank 169:	 156.414 MiB
[MEMUSAGE] Rank 170:	 158.504 MiB
[MEMUSAGE] Rank 171:	 156.500 MiB
[MEMUSAGE] Rank 172:	 154.754 MiB
[MEMUSAGE] Rank 173:	 158.574 MiB
[MEMUSAGE] Rank 174:	 156.496 MiB
[MEMUSAGE] Rank 175:	 156.711 MiB
[MEMUSAGE] Rank 176:	 156.734 MiB
[MEMUSAGE] Rank 177:	 158.535 MiB
[MEMUSAGE] Rank 178:	 156.809 MiB
[MEMUSAGE] Rank 179:	 156.566 MiB
[MEMUSAGE] Rank 180:	 156.633 MiB
[MEMUSAGE] Rank 181:	 156.625 MiB
[MEMUSAGE] Rank 182:	 156.750 MiB
[MEMUSAGE] Rank 183:	 156.734 MiB
[MEMUSAGE] Rank 184:	 156.766 MiB
[MEMUSAGE] Rank 185:	 156.586 MiB
[MEMUSAGE] Rank 186:	 156.559 MiB
[MEMUSAGE] Rank 187:	 156.895 MiB
[MEMUSAGE] Rank 188:	 156.621 MiB
[MEMUSAGE] Rank 189:	 156.574 MiB
[MEMUSAGE] Rank 190:	 156.758 MiB
[MEMUSAGE] Rank 191:	 156.840 MiB
[MEMUSAGE] Rank 192:	 154.754 MiB
[MEMUSAGE] Rank 193:	 154.754 MiB
[MEMUSAGE] Rank 194:	 154.746 MiB
[MEMUSAGE] Rank 195:	 156.395 MiB
[MEMUSAGE] Rank 196:	 156.500 MiB
[MEMUSAGE] Rank 197:	 156.648 MiB
[MEMUSAGE] Rank 198:	 156.449 MiB
[MEMUSAGE] Rank 199:	 156.613 MiB
[MEMUSAGE] Rank 200:	 156.684 MiB
[MEMUSAGE] Rank 201:	 156.414 MiB
[MEMUSAGE] Rank 202:	 156.402 MiB
[MEMUSAGE] Rank 203:	 156.574 MiB
[MEMUSAGE] Rank 204:	 156.711 MiB
[MEMUSAGE] Rank 205:	 156.727 MiB
[MEMUSAGE] Rank 206:	 158.758 MiB
[MEMUSAGE] Rank 207:	 156.508 MiB
[MEMUSAGE] Rank 208:	 156.828 MiB
[MEMUSAGE] Rank 209:	 158.535 MiB
[MEMUSAGE] Rank 210:	 156.652 MiB
[MEMUSAGE] Rank 211:	 154.539 MiB
[MEMUSAGE] Rank 212:	 158.512 MiB
[MEMUSAGE] Rank 213:	 158.547 MiB
[MEMUSAGE] Rank 214:	 156.707 MiB
[MEMUSAGE] Rank 215:	 156.652 MiB
[MEMUSAGE] Rank 216:	 156.809 MiB
[MEMUSAGE] Rank 217:	 154.754 MiB
[MEMUSAGE] Rank 218:	 156.770 MiB
[MEMUSAGE] Rank 219:	 158.746 MiB
[MEMUSAGE] Rank 220:	 156.711 MiB
[MEMUSAGE] Rank 221:	 156.746 MiB
[MEMUSAGE] Rank 222:	 156.773 MiB
[MEMUSAGE] Rank 223:	 156.797 MiB
[MEMUSAGE] Rank 224:	 158.934 MiB
[MEMUSAGE] Rank 225:	 156.863 MiB
[MEMUSAGE] Rank 226:	 156.781 MiB
[MEMUSAGE] Rank 227:	 156.711 MiB
[MEMUSAGE] Rank 228:	 157.027 MiB
[MEMUSAGE] Rank 229:	 156.855 MiB
[MEMUSAGE] Rank 230:	 156.758 MiB
[MEMUSAGE] Rank 231:	 156.832 MiB
[MEMUSAGE] Rank 232:	 156.801 MiB
[MEMUSAGE] Rank 233:	 156.777 MiB
[MEMUSAGE] Rank 234:	 156.883 MiB
[MEMUSAGE] Rank 235:	 156.586 MiB
[MEMUSAGE] Rank 236:	 156.895 MiB
[MEMUSAGE] Rank 237:	 156.371 MiB
[MEMUSAGE] Rank 238:	 156.449 MiB
[MEMUSAGE] Rank 239:	 158.699 MiB
[MEMUSAGE] Rank 240:	 158.660 MiB
[MEMUSAGE] Rank 241:	 158.527 MiB
[MEMUSAGE] Rank 242:	 156.477 MiB
[MEMUSAGE] Rank 243:	 156.598 MiB
[MEMUSAGE] Rank 244:	 156.555 MiB
[MEMUSAGE] Rank 245:	 156.641 MiB
[MEMUSAGE] Rank 246:	 156.652 MiB
[MEMUSAGE] Rank 247:	 154.613 MiB
[MEMUSAGE] Rank 248:	 156.645 MiB
[MEMUSAGE] Rank 249:	 154.754 MiB
[MEMUSAGE] Rank 250:	 156.609 MiB
[MEMUSAGE] Rank 251:	 156.473 MiB
[MEMUSAGE] Rank 252:	 156.586 MiB
[MEMUSAGE] Rank 253:	 156.621 MiB
[MEMUSAGE] Rank 254:	 156.625 MiB
[MEMUSAGE] Rank 255:	 156.340 MiB
[MEMUSAGE] Rank 256:	 156.578 MiB
[MEMUSAGE] Rank 257:	 156.520 MiB
[MEMUSAGE] Rank 258:	 156.496 MiB
[MEMUSAGE] Rank 259:	 156.664 MiB
[MEMUSAGE] Rank 260:	 156.660 MiB
[MEMUSAGE] Rank 261:	 156.711 MiB
[MEMUSAGE] Rank 262:	 156.574 MiB
[MEMUSAGE] Rank 263:	 156.648 MiB
[MEMUSAGE] Rank 264:	 156.887 MiB
[MEMUSAGE] Rank 265:	 158.469 MiB
[MEMUSAGE] Rank 266:	 156.594 MiB
[MEMUSAGE] Rank 267:	 156.438 MiB
[MEMUSAGE] Rank 268:	 156.730 MiB
[MEMUSAGE] Rank 269:	 156.371 MiB
[MEMUSAGE] Rank 270:	 154.832 MiB
[MEMUSAGE] Rank 271:	 158.504 MiB
[MEMUSAGE] Rank 272:	 156.660 MiB
[MEMUSAGE] Rank 273:	 156.578 MiB
[MEMUSAGE] Rank 274:	 158.547 MiB
[MEMUSAGE] Rank 275:	 156.625 MiB
[MEMUSAGE] Rank 276:	 156.598 MiB
[MEMUSAGE] Rank 277:	 156.305 MiB
[MEMUSAGE] Rank 278:	 156.703 MiB
[MEMUSAGE] Rank 279:	 156.570 MiB
[MEMUSAGE] Rank 280:	 156.430 MiB
[MEMUSAGE] Rank 281:	 158.508 MiB
[MEMUSAGE] Rank 282:	 156.523 MiB
[MEMUSAGE] Rank 283:	 156.566 MiB
[MEMUSAGE] Rank 284:	 156.742 MiB
[MEMUSAGE] Rank 285:	 154.453 MiB
[MEMUSAGE] Rank 286:	 156.621 MiB
[MEMUSAGE] Rank 287:	 156.422 MiB
[MEMUSAGE] Rank 288:	 156.828 MiB
[MEMUSAGE] Rank 289:	 156.277 MiB
[MEMUSAGE] Rank 290:	 156.559 MiB
[MEMUSAGE] Rank 291:	 156.477 MiB
[MEMUSAGE] Rank 292:	 158.555 MiB
[MEMUSAGE] Rank 293:	 158.383 MiB
[MEMUSAGE] Rank 294:	 156.422 MiB
[MEMUSAGE] Rank 295:	 158.285 MiB
[MEMUSAGE] Rank 296:	 156.535 MiB
[MEMUSAGE] Rank 297:	 156.359 MiB
[MEMUSAGE] Rank 298:	 156.570 MiB
[MEMUSAGE] Rank 299:	 156.402 MiB
[MEMUSAGE] Rank 300:	 156.387 MiB
[MEMUSAGE] Rank 301:	 156.652 MiB
[MEMUSAGE] Rank 302:	 158.730 MiB
[MEMUSAGE] Rank 303:	 156.715 MiB
[MEMUSAGE] Rank 304:	 156.852 MiB
[MEMUSAGE] Rank 305:	 156.762 MiB
[MEMUSAGE] Rank 306:	 156.430 MiB
[MEMUSAGE] Rank 307:	 156.570 MiB
[MEMUSAGE] Rank 308:	 156.195 MiB
[MEMUSAGE] Rank 309:	 156.859 MiB
[MEMUSAGE] Rank 310:	 156.746 MiB
[MEMUSAGE] Rank 311:	 156.598 MiB
[MEMUSAGE] Rank 312:	 156.578 MiB
[MEMUSAGE] Rank 313:	 154.812 MiB
[MEMUSAGE] Rank 314:	 156.387 MiB
[MEMUSAGE] Rank 315:	 156.633 MiB
[MEMUSAGE] Rank 316:	 156.559 MiB
[MEMUSAGE] Rank 317:	 156.629 MiB
[MEMUSAGE] Rank 318:	 156.516 MiB
[MEMUSAGE] Rank 319:	 156.613 MiB
[MEMUSAGE] Rank 320:	 156.570 MiB
[MEMUSAGE] Rank 321:	 156.387 MiB
[MEMUSAGE] Rank 322:	 156.332 MiB
[MEMUSAGE] Rank 323:	 156.531 MiB
[MEMUSAGE] Rank 324:	 156.566 MiB
[MEMUSAGE] Rank 325:	 156.625 MiB
[MEMUSAGE] Rank 326:	 156.570 MiB
[MEMUSAGE] Rank 327:	 158.520 MiB
[MEMUSAGE] Rank 328:	 156.453 MiB
[MEMUSAGE] Rank 329:	 156.348 MiB
[MEMUSAGE] Rank 330:	 156.559 MiB
[MEMUSAGE] Rank 331:	 154.711 MiB
[MEMUSAGE] Rank 332:	 156.547 MiB
[MEMUSAGE] Rank 333:	 156.566 MiB
[MEMUSAGE] Rank 334:	 156.656 MiB
[MEMUSAGE] Rank 335:	 156.250 MiB
[MEMUSAGE] Rank 336:	 156.602 MiB
[MEMUSAGE] Rank 337:	 156.449 MiB
[MEMUSAGE] Rank 338:	 158.504 MiB
[MEMUSAGE] Rank 339:	 156.488 MiB
[MEMUSAGE] Rank 340:	 156.406 MiB
[MEMUSAGE] Rank 341:	 156.199 MiB
[MEMUSAGE] Rank 342:	 156.328 MiB
EXECUTION VERIFICATION CHECK: SUCCESS
