nodelist=n23m[0074,0078],r23m[0207-0220]
# MPI communication: MPI-RMA with lock_all
# Running problem size 20^3 per domain until completion
# Num processors: 729
# Total number of elements: 5832000 

To run other sizes, use -s <integer>.
To run a fixed number of iterations, use -i <integer>.
To run a more or less balanced region set, use -b <integer>.
To change the relative costs of regions, use -c <integer>.
To print out progress, use -p
To write an output file for VisIt, use -v
See help (-h) for more options

Run completed:
   Problem size        =  20
   MPI tasks           =  729
   Iteration count     =  6499
   Final Origin Energy =  5.162211e+06
   Testing Plane 0 of Energy Array on rank 0:
        MaxAbsDiff   = 3.288733e-09
        TotalAbsDiff = 4.116191e-08
        MaxRelDiff   = 3.075683e-14

Elapsed time         =    1.4e+02 (s)
Grind time (us/z/c)  =  2.6227328 (per dom)  ( 136.36113 overall)
FOM                  =  277954.35 (z/s)

[MEMUSAGE] Total Memory Consumption (max_rss): 117634.684 MiB
[MEMUSAGE] Rank 0:	 161.266 MiB
[MEMUSAGE] Rank 91:	 161.211 MiB
[MEMUSAGE] Rank 92:	 161.066 MiB
[MEMUSAGE] Rank 93:	 159.129 MiB
[MEMUSAGE] Rank 94:	 161.402 MiB
[MEMUSAGE] Rank 95:	 161.105 MiB
[MEMUSAGE] Rank 96:	 163.320 MiB
[MEMUSAGE] Rank 97:	 161.117 MiB
[MEMUSAGE] Rank 98:	 161.168 MiB
[MEMUSAGE] Rank 99:	 163.102 MiB
[MEMUSAGE] Rank 100:	 161.355 MiB
[MEMUSAGE] Rank 101:	 161.203 MiB
[MEMUSAGE] Rank 102:	 163.301 MiB
[MEMUSAGE] Rank 103:	 161.125 MiB
[MEMUSAGE] Rank 104:	 159.266 MiB
[MEMUSAGE] Rank 105:	 161.273 MiB
[MEMUSAGE] Rank 106:	 159.289 MiB
[MEMUSAGE] Rank 107:	 163.023 MiB
[MEMUSAGE] Rank 108:	 161.168 MiB
[MEMUSAGE] Rank 109:	 163.500 MiB
[MEMUSAGE] Rank 110:	 161.277 MiB
[MEMUSAGE] Rank 111:	 161.383 MiB
[MEMUSAGE] Rank 112:	 161.254 MiB
[MEMUSAGE] Rank 113:	 161.191 MiB
[MEMUSAGE] Rank 114:	 161.312 MiB
[MEMUSAGE] Rank 115:	 161.266 MiB
[MEMUSAGE] Rank 116:	 161.160 MiB
[MEMUSAGE] Rank 117:	 161.230 MiB
[MEMUSAGE] Rank 118:	 161.480 MiB
[MEMUSAGE] Rank 119:	 161.121 MiB
[MEMUSAGE] Rank 120:	 161.355 MiB
[MEMUSAGE] Rank 121:	 161.090 MiB
[MEMUSAGE] Rank 122:	 163.230 MiB
[MEMUSAGE] Rank 123:	 161.246 MiB
[MEMUSAGE] Rank 124:	 161.395 MiB
[MEMUSAGE] Rank 125:	 159.184 MiB
[MEMUSAGE] Rank 126:	 161.207 MiB
[MEMUSAGE] Rank 127:	 161.406 MiB
[MEMUSAGE] Rank 128:	 161.473 MiB
[MEMUSAGE] Rank 129:	 161.309 MiB
[MEMUSAGE] Rank 130:	 161.387 MiB
[MEMUSAGE] Rank 131:	 161.148 MiB
[MEMUSAGE] Rank 132:	 159.277 MiB
[MEMUSAGE] Rank 133:	 161.293 MiB
[MEMUSAGE] Rank 134:	 161.086 MiB
[MEMUSAGE] Rank 135:	 159.082 MiB
[MEMUSAGE] Rank 136:	 163.262 MiB
[MEMUSAGE] Rank 137:	 160.996 MiB
[MEMUSAGE] Rank 138:	 161.379 MiB
[MEMUSAGE] Rank 139:	 161.227 MiB
[MEMUSAGE] Rank 140:	 161.352 MiB
[MEMUSAGE] Rank 141:	 161.449 MiB
[MEMUSAGE] Rank 142:	 161.270 MiB
[MEMUSAGE] Rank 143:	 161.055 MiB
[MEMUSAGE] Rank 144:	 159.367 MiB
[MEMUSAGE] Rank 145:	 161.422 MiB
[MEMUSAGE] Rank 146:	 161.309 MiB
[MEMUSAGE] Rank 147:	 161.238 MiB
[MEMUSAGE] Rank 148:	 161.258 MiB
[MEMUSAGE] Rank 149:	 163.227 MiB
[MEMUSAGE] Rank 150:	 161.641 MiB
[MEMUSAGE] Rank 151:	 161.180 MiB
[MEMUSAGE] Rank 152:	 161.160 MiB
[MEMUSAGE] Rank 153:	 160.949 MiB
[MEMUSAGE] Rank 154:	 161.266 MiB
[MEMUSAGE] Rank 155:	 161.125 MiB
[MEMUSAGE] Rank 156:	 161.148 MiB
[MEMUSAGE] Rank 157:	 161.262 MiB
[MEMUSAGE] Rank 158:	 161.152 MiB
[MEMUSAGE] Rank 159:	 161.117 MiB
[MEMUSAGE] Rank 160:	 161.258 MiB
[MEMUSAGE] Rank 161:	 161.062 MiB
[MEMUSAGE] Rank 162:	 161.031 MiB
[MEMUSAGE] Rank 163:	 161.113 MiB
[MEMUSAGE] Rank 164:	 161.293 MiB
[MEMUSAGE] Rank 165:	 161.164 MiB
[MEMUSAGE] Rank 166:	 163.258 MiB
[MEMUSAGE] Rank 167:	 161.066 MiB
[MEMUSAGE] Rank 168:	 161.191 MiB
[MEMUSAGE] Rank 169:	 161.191 MiB
[MEMUSAGE] Rank 170:	 161.258 MiB
[MEMUSAGE] Rank 171:	 161.301 MiB
[MEMUSAGE] Rank 172:	 161.488 MiB
[MEMUSAGE] Rank 173:	 161.297 MiB
[MEMUSAGE] Rank 174:	 161.473 MiB
[MEMUSAGE] Rank 175:	 161.156 MiB
[MEMUSAGE] Rank 176:	 161.273 MiB
[MEMUSAGE] Rank 177:	 161.090 MiB
[MEMUSAGE] Rank 178:	 161.227 MiB
[MEMUSAGE] Rank 179:	 161.051 MiB
[MEMUSAGE] Rank 180:	 161.289 MiB
[MEMUSAGE] Rank 181:	 161.227 MiB
[MEMUSAGE] Rank 182:	 161.270 MiB
[MEMUSAGE] Rank 183:	 161.305 MiB
[MEMUSAGE] Rank 184:	 161.520 MiB
[MEMUSAGE] Rank 185:	 161.395 MiB
[MEMUSAGE] Rank 186:	 161.418 MiB
[MEMUSAGE] Rank 187:	 161.344 MiB
[MEMUSAGE] Rank 188:	 159.254 MiB
[MEMUSAGE] Rank 189:	 161.363 MiB
[MEMUSAGE] Rank 190:	 161.320 MiB
[MEMUSAGE] Rank 191:	 161.188 MiB
[MEMUSAGE] Rank 192:	 161.430 MiB
[MEMUSAGE] Rank 193:	 161.227 MiB
[MEMUSAGE] Rank 194:	 161.246 MiB
[MEMUSAGE] Rank 195:	 161.297 MiB
[MEMUSAGE] Rank 196:	 161.406 MiB
[MEMUSAGE] Rank 197:	 161.387 MiB
[MEMUSAGE] Rank 198:	 163.242 MiB
[MEMUSAGE] Rank 199:	 161.340 MiB
[MEMUSAGE] Rank 200:	 161.238 MiB
[MEMUSAGE] Rank 201:	 159.398 MiB
[MEMUSAGE] Rank 202:	 161.344 MiB
[MEMUSAGE] Rank 203:	 161.410 MiB
[MEMUSAGE] Rank 204:	 159.426 MiB
[MEMUSAGE] Rank 205:	 161.238 MiB
[MEMUSAGE] Rank 206:	 161.293 MiB
[MEMUSAGE] Rank 207:	 161.105 MiB
[MEMUSAGE] Rank 208:	 161.598 MiB
[MEMUSAGE] Rank 209:	 161.285 MiB
[MEMUSAGE] Rank 210:	 161.488 MiB
[MEMUSAGE] Rank 211:	 161.277 MiB
[MEMUSAGE] Rank 212:	 161.520 MiB
[MEMUSAGE] Rank 213:	 161.312 MiB
[MEMUSAGE] Rank 214:	 161.496 MiB
[MEMUSAGE] Rank 215:	 160.988 MiB
[MEMUSAGE] Rank 216:	 161.270 MiB
[MEMUSAGE] Rank 217:	 161.348 MiB
[MEMUSAGE] Rank 218:	 161.363 MiB
[MEMUSAGE] Rank 219:	 161.230 MiB
[MEMUSAGE] Rank 220:	 161.371 MiB
[MEMUSAGE] Rank 221:	 161.207 MiB
[MEMUSAGE] Rank 222:	 159.273 MiB
[MEMUSAGE] Rank 223:	 163.168 MiB
[MEMUSAGE] Rank 224:	 161.195 MiB
[MEMUSAGE] Rank 225:	 161.051 MiB
[MEMUSAGE] Rank 226:	 161.203 MiB
[MEMUSAGE] Rank 227:	 161.102 MiB
[MEMUSAGE] Rank 228:	 161.207 MiB
[MEMUSAGE] Rank 229:	 161.098 MiB
[MEMUSAGE] Rank 230:	 161.176 MiB
[MEMUSAGE] Rank 231:	 161.332 MiB
[MEMUSAGE] Rank 232:	 159.176 MiB
[MEMUSAGE] Rank 233:	 159.027 MiB
[MEMUSAGE] Rank 234:	 161.242 MiB
[MEMUSAGE] Rank 235:	 163.012 MiB
[MEMUSAGE] Rank 236:	 161.184 MiB
[MEMUSAGE] Rank 237:	 161.145 MiB
[MEMUSAGE] Rank 238:	 161.141 MiB
[MEMUSAGE] Rank 239:	 161.148 MiB
[MEMUSAGE] Rank 240:	 161.363 MiB
[MEMUSAGE] Rank 241:	 161.305 MiB
[MEMUSAGE] Rank 242:	 161.137 MiB
[MEMUSAGE] Rank 243:	 163.055 MiB
[MEMUSAGE] Rank 244:	 161.320 MiB
[MEMUSAGE] Rank 245:	 161.293 MiB
[MEMUSAGE] Rank 246:	 161.234 MiB
[MEMUSAGE] Rank 247:	 161.305 MiB
[MEMUSAGE] Rank 248:	 161.367 MiB
[MEMUSAGE] Rank 249:	 161.281 MiB
[MEMUSAGE] Rank 250:	 161.277 MiB
[MEMUSAGE] Rank 251:	 161.074 MiB
[MEMUSAGE] Rank 252:	 161.324 MiB
[MEMUSAGE] Rank 253:	 161.391 MiB
[MEMUSAGE] Rank 254:	 161.434 MiB
[MEMUSAGE] Rank 255:	 161.535 MiB
[MEMUSAGE] Rank 256:	 161.477 MiB
[MEMUSAGE] Rank 257:	 161.359 MiB
[MEMUSAGE] Rank 258:	 161.418 MiB
[MEMUSAGE] Rank 259:	 161.184 MiB
[MEMUSAGE] Rank 260:	 161.105 MiB
[MEMUSAGE] Rank 261:	 161.039 MiB
[MEMUSAGE] Rank 262:	 161.332 MiB
[MEMUSAGE] Rank 263:	 161.363 MiB
[MEMUSAGE] Rank 264:	 161.344 MiB
[MEMUSAGE] Rank 265:	 161.238 MiB
[MEMUSAGE] Rank 266:	 163.168 MiB
[MEMUSAGE] Rank 267:	 161.102 MiB
[MEMUSAGE] Rank 268:	 161.371 MiB
[MEMUSAGE] Rank 269:	 160.980 MiB
[MEMUSAGE] Rank 270:	 161.223 MiB
[MEMUSAGE] Rank 271:	 161.059 MiB
[MEMUSAGE] Rank 272:	 161.324 MiB
[MEMUSAGE] Rank 273:	 161.281 MiB
[MEMUSAGE] Rank 274:	 161.188 MiB
[MEMUSAGE] Rank 275:	 161.004 MiB
[MEMUSAGE] Rank 276:	 161.316 MiB
[MEMUSAGE] Rank 277:	 161.250 MiB
[MEMUSAGE] Rank 278:	 161.250 MiB
[MEMUSAGE] Rank 279:	 161.273 MiB
[MEMUSAGE] Rank 280:	 161.246 MiB
[MEMUSAGE] Rank 281:	 161.320 MiB
[MEMUSAGE] Rank 282:	 161.461 MiB
[MEMUSAGE] Rank 283:	 161.160 MiB
[MEMUSAGE] Rank 284:	 161.508 MiB
[MEMUSAGE] Rank 285:	 159.215 MiB
[MEMUSAGE] Rank 286:	 161.309 MiB
[MEMUSAGE] Rank 287:	 161.137 MiB
[MEMUSAGE] Rank 288:	 161.348 MiB
[MEMUSAGE] Rank 289:	 161.188 MiB
[MEMUSAGE] Rank 290:	 161.352 MiB
[MEMUSAGE] Rank 291:	 161.156 MiB
[MEMUSAGE] Rank 292:	 161.320 MiB
[MEMUSAGE] Rank 293:	 161.172 MiB
[MEMUSAGE] Rank 294:	 161.246 MiB
[MEMUSAGE] Rank 295:	 161.125 MiB
[MEMUSAGE] Rank 296:	 161.184 MiB
[MEMUSAGE] Rank 297:	 163.266 MiB
[MEMUSAGE] Rank 298:	 163.438 MiB
[MEMUSAGE] Rank 299:	 161.254 MiB
[MEMUSAGE] Rank 300:	 163.574 MiB
[MEMUSAGE] Rank 301:	 161.195 MiB
[MEMUSAGE] Rank 302:	 161.520 MiB
[MEMUSAGE] Rank 303:	 161.426 MiB
[MEMUSAGE] Rank 304:	 161.516 MiB
[MEMUSAGE] Rank 305:	 161.098 MiB
[MEMUSAGE] Rank 306:	 159.242 MiB
[MEMUSAGE] Rank 307:	 161.254 MiB
[MEMUSAGE] Rank 308:	 161.340 MiB
[MEMUSAGE] Rank 309:	 161.285 MiB
[MEMUSAGE] Rank 310:	 161.277 MiB
[MEMUSAGE] Rank 311:	 161.336 MiB
[MEMUSAGE] Rank 312:	 161.352 MiB
[MEMUSAGE] Rank 313:	 161.277 MiB
[MEMUSAGE] Rank 314:	 161.082 MiB
[MEMUSAGE] Rank 315:	 161.004 MiB
[MEMUSAGE] Rank 316:	 161.289 MiB
[MEMUSAGE] Rank 317:	 163.188 MiB
[MEMUSAGE] Rank 318:	 161.152 MiB
[MEMUSAGE] Rank 319:	 161.227 MiB
[MEMUSAGE] Rank 320:	 161.035 MiB
[MEMUSAGE] Rank 321:	 161.012 MiB
[MEMUSAGE] Rank 322:	 161.164 MiB
[MEMUSAGE] Rank 323:	 163.074 MiB
[MEMUSAGE] Rank 324:	 161.156 MiB
[MEMUSAGE] Rank 325:	 161.340 MiB
[MEMUSAGE] Rank 326:	 163.242 MiB
[MEMUSAGE] Rank 327:	 161.105 MiB
[MEMUSAGE] Rank 328:	 161.344 MiB
[MEMUSAGE] Rank 329:	 161.305 MiB
[MEMUSAGE] Rank 330:	 161.105 MiB
[MEMUSAGE] Rank 331:	 161.281 MiB
[MEMUSAGE] Rank 332:	 161.273 MiB
[MEMUSAGE] Rank 333:	 161.379 MiB
[MEMUSAGE] Rank 334:	 163.176 MiB
[MEMUSAGE] Rank 335:	 161.398 MiB
[MEMUSAGE] Rank 336:	 161.500 MiB
[MEMUSAGE] Rank 337:	 161.160 MiB
[MEMUSAGE] Rank 338:	 161.270 MiB
[MEMUSAGE] Rank 339:	 161.449 MiB
[MEMUSAGE] Rank 340:	 161.312 MiB
[MEMUSAGE] Rank 341:	 161.262 MiB
[MEMUSAGE] Rank 342:	 161.430 MiB
[MEMUSAGE] Rank 343:	 161.230 MiB
[MEMUSAGE] Rank 344:	 161.414 MiB
[MEMUSAGE] Rank 345:	 161.297 MiB
[MEMUSAGE] Rank 346:	 161.445 MiB
[MEMUSAGE] Rank 347:	 161.047 MiB
[MEMUSAGE] Rank 348:	 161.422 MiB
[MEMUSAGE] Rank 349:	 161.285 MiB
[MEMUSAGE] Rank 350:	 163.359 MiB
[MEMUSAGE] Rank 351:	 161.188 MiB
[MEMUSAGE] Rank 352:	 163.211 MiB
[MEMUSAGE] Rank 353:	 163.395 MiB
[MEMUSAGE] Rank 354:	 163.188 MiB
[MEMUSAGE] Rank 355:	 161.156 MiB
[MEMUSAGE] Rank 356:	 163.234 MiB
[MEMUSAGE] Rank 357:	 163.141 MiB
[MEMUSAGE] Rank 358:	 161.258 MiB
[MEMUSAGE] Rank 359:	 161.266 MiB
[MEMUSAGE] Rank 360:	 161.145 MiB
[MEMUSAGE] Rank 361:	 161.293 MiB
[MEMUSAGE] Rank 362:	 161.281 MiB
[MEMUSAGE] Rank 363:	 163.238 MiB
[MEMUSAGE] Rank 364:	 159.234 MiB
[MEMUSAGE] Rank 365:	 162.969 MiB
[MEMUSAGE] Rank 366:	 161.180 MiB
[MEMUSAGE] Rank 367:	 159.098 MiB
[MEMUSAGE] Rank 368:	 161.250 MiB
[MEMUSAGE] Rank 369:	 161.086 MiB
[MEMUSAGE] Rank 370:	 161.449 MiB
[MEMUSAGE] Rank 371:	 161.297 MiB
[MEMUSAGE] Rank 372:	 161.344 MiB
[MEMUSAGE] Rank 373:	 161.188 MiB
[MEMUSAGE] Rank 374:	 161.402 MiB
[MEMUSAGE] Rank 375:	 159.211 MiB
[MEMUSAGE] Rank 376:	 161.305 MiB
[MEMUSAGE] Rank 377:	 159.223 MiB
[MEMUSAGE] Rank 378:	 163.125 MiB
[MEMUSAGE] Rank 379:	 161.289 MiB
[MEMUSAGE] Rank 380:	 161.230 MiB
[MEMUSAGE] Rank 381:	 161.137 MiB
[MEMUSAGE] Rank 382:	 161.578 MiB
[MEMUSAGE] Rank 383:	 161.070 MiB
[MEMUSAGE] Rank 384:	 161.355 MiB
[MEMUSAGE] Rank 385:	 161.461 MiB
[MEMUSAGE] Rank 386:	 161.242 MiB
[MEMUSAGE] Rank 387:	 161.145 MiB
[MEMUSAGE] Rank 388:	 161.312 MiB
[MEMUSAGE] Rank 389:	 161.281 MiB
[MEMUSAGE] Rank 390:	 161.434 MiB
[MEMUSAGE] Rank 391:	 163.223 MiB
[MEMUSAGE] Rank 392:	 161.273 MiB
[MEMUSAGE] Rank 393:	 161.266 MiB
[MEMUSAGE] Rank 394:	 161.266 MiB
[MEMUSAGE] Rank 395:	 161.184 MiB
[MEMUSAGE] Rank 396:	 161.082 MiB
[MEMUSAGE] Rank 397:	 161.184 MiB
[MEMUSAGE] Rank 398:	 161.066 MiB
[MEMUSAGE] Rank 399:	 161.148 MiB
[MEMUSAGE] Rank 400:	 161.238 MiB
[MEMUSAGE] Rank 401:	 161.059 MiB
[MEMUSAGE] Rank 402:	 163.289 MiB
[MEMUSAGE] Rank 403:	 161.184 MiB
[MEMUSAGE] Rank 404:	 163.109 MiB
[MEMUSAGE] Rank 405:	 161.133 MiB
[MEMUSAGE] Rank 406:	 161.250 MiB
[MEMUSAGE] Rank 407:	 161.203 MiB
[MEMUSAGE] Rank 408:	 161.215 MiB
[MEMUSAGE] Rank 409:	 163.156 MiB
[MEMUSAGE] Rank 410:	 161.105 MiB
[MEMUSAGE] Rank 411:	 161.047 MiB
[MEMUSAGE] Rank 412:	 161.188 MiB
[MEMUSAGE] Rank 413:	 161.055 MiB
[MEMUSAGE] Rank 414:	 161.227 MiB
[MEMUSAGE] Rank 415:	 161.414 MiB
[MEMUSAGE] Rank 416:	 161.445 MiB
[MEMUSAGE] Rank 417:	 161.422 MiB
[MEMUSAGE] Rank 418:	 161.352 MiB
[MEMUSAGE] Rank 419:	 161.496 MiB
[MEMUSAGE] Rank 420:	 161.414 MiB
[MEMUSAGE] Rank 421:	 159.438 MiB
[MEMUSAGE] Rank 422:	 161.133 MiB
[MEMUSAGE] Rank 423:	 161.266 MiB
[MEMUSAGE] Rank 424:	 161.508 MiB
[MEMUSAGE] Rank 425:	 161.461 MiB
[MEMUSAGE] Rank 426:	 163.141 MiB
[MEMUSAGE] Rank 427:	 161.137 MiB
[MEMUSAGE] Rank 428:	 161.492 MiB
[MEMUSAGE] Rank 429:	 161.469 MiB
[MEMUSAGE] Rank 430:	 163.398 MiB
[MEMUSAGE] Rank 431:	 161.289 MiB
[MEMUSAGE] Rank 432:	 163.551 MiB
[MEMUSAGE] Rank 433:	 161.371 MiB
[MEMUSAGE] Rank 434:	 161.250 MiB
[MEMUSAGE] Rank 435:	 161.219 MiB
[MEMUSAGE] Rank 436:	 161.195 MiB
[MEMUSAGE] Rank 437:	 161.109 MiB
[MEMUSAGE] Rank 438:	 161.242 MiB
[MEMUSAGE] Rank 439:	 161.133 MiB
[MEMUSAGE] Rank 440:	 161.117 MiB
[MEMUSAGE] Rank 441:	 161.156 MiB
[MEMUSAGE] Rank 442:	 161.168 MiB
[MEMUSAGE] Rank 443:	 161.223 MiB
[MEMUSAGE] Rank 444:	 161.230 MiB
[MEMUSAGE] Rank 445:	 161.285 MiB
[MEMUSAGE] Rank 446:	 161.301 MiB
[MEMUSAGE] Rank 447:	 161.363 MiB
[MEMUSAGE] Rank 448:	 163.277 MiB
[MEMUSAGE] Rank 449:	 161.109 MiB
[MEMUSAGE] Rank 450:	 161.156 MiB
[MEMUSAGE] Rank 451:	 161.199 MiB
[MEMUSAGE] Rank 452:	 163.297 MiB
[MEMUSAGE] Rank 453:	 161.293 MiB
[MEMUSAGE] Rank 454:	 161.219 MiB
[MEMUSAGE] Rank 455:	 161.062 MiB
[MEMUSAGE] Rank 456:	 159.363 MiB
[MEMUSAGE] Rank 457:	 161.059 MiB
[MEMUSAGE] Rank 458:	 161.148 MiB
[MEMUSAGE] Rank 459:	 161.238 MiB
[MEMUSAGE] Rank 460:	 161.398 MiB
[MEMUSAGE] Rank 461:	 161.363 MiB
[MEMUSAGE] Rank 462:	 161.465 MiB
[MEMUSAGE] Rank 463:	 161.469 MiB
[MEMUSAGE] Rank 464:	 161.543 MiB
[MEMUSAGE] Rank 465:	 161.477 MiB
[MEMUSAGE] Rank 466:	 161.363 MiB
[MEMUSAGE] Rank 467:	 159.320 MiB
[MEMUSAGE] Rank 468:	 161.301 MiB
[MEMUSAGE] Rank 469:	 161.535 MiB
[MEMUSAGE] Rank 470:	 161.480 MiB
[MEMUSAGE] Rank 471:	 161.555 MiB
[MEMUSAGE] Rank 472:	 161.426 MiB
[MEMUSAGE] Rank 473:	 161.367 MiB
[MEMUSAGE] Rank 474:	 161.422 MiB
[MEMUSAGE] Rank 475:	 161.203 MiB
[MEMUSAGE] Rank 476:	 161.324 MiB
[MEMUSAGE] Rank 477:	 161.148 MiB
[MEMUSAGE] Rank 478:	 161.426 MiB
[MEMUSAGE] Rank 479:	 163.180 MiB
[MEMUSAGE] Rank 480:	 161.199 MiB
[MEMUSAGE] Rank 481:	 161.254 MiB
[MEMUSAGE] Rank 482:	 161.238 MiB
[MEMUSAGE] Rank 483:	 161.074 MiB
[MEMUSAGE] Rank 484:	 161.289 MiB
[MEMUSAGE] Rank 485:	 161.098 MiB
[MEMUSAGE] Rank 486:	 161.172 MiB
[MEMUSAGE] Rank 487:	 163.090 MiB
[MEMUSAGE] Rank 488:	 161.262 MiB
[MEMUSAGE] Rank 489:	 161.074 MiB
[MEMUSAGE] Rank 490:	 161.270 MiB
[MEMUSAGE] Rank 491:	 161.273 MiB
[MEMUSAGE] Rank 492:	 161.348 MiB
[MEMUSAGE] Rank 493:	 161.172 MiB
[MEMUSAGE] Rank 494:	 161.160 MiB
[MEMUSAGE] Rank 495:	 161.258 MiB
[MEMUSAGE] Rank 496:	 163.227 MiB
[MEMUSAGE] Rank 497:	 161.348 MiB
[MEMUSAGE] Rank 498:	 161.332 MiB
[MEMUSAGE] Rank 499:	 161.289 MiB
[MEMUSAGE] Rank 500:	 163.391 MiB
[MEMUSAGE] Rank 501:	 161.355 MiB
