nodelist=n23m[0173-0179,0181]
Parallel Research Kernels version 2.17
MPIRMA stencil execution on 2D grid
Number of ranks        = 384
Grid size              = 135765
Radius of stencil      = 1
Tiles in x/y-direction = 16/24
Type of stencil        = star
Data type              = double precision
Compact representation of stencil loop body
Number of iterations   = 400
Solution validates
Rate (MFlops/s): 826416.167511  Avg time (s): 0.245333  Total time (s): 98.133372
[MEMUSAGE] Total Memory Consumption (max_rss): 335428.672 MiB
[MEMUSAGE] Rank 0:	 873.293 MiB
[MEMUSAGE] Rank 159:	 875.125 MiB
[MEMUSAGE] Rank 160:	 873.527 MiB
[MEMUSAGE] Rank 161:	 873.477 MiB
[MEMUSAGE] Rank 162:	 873.637 MiB
[MEMUSAGE] Rank 163:	 873.516 MiB
[MEMUSAGE] Rank 164:	 873.629 MiB
[MEMUSAGE] Rank 165:	 873.285 MiB
[MEMUSAGE] Rank 166:	 873.574 MiB
[MEMUSAGE] Rank 167:	 873.461 MiB
[MEMUSAGE] Rank 168:	 873.383 MiB
[MEMUSAGE] Rank 169:	 873.406 MiB
[MEMUSAGE] Rank 170:	 873.605 MiB
[MEMUSAGE] Rank 171:	 872.992 MiB
[MEMUSAGE] Rank 172:	 873.531 MiB
[MEMUSAGE] Rank 173:	 873.383 MiB
[MEMUSAGE] Rank 174:	 873.336 MiB
[MEMUSAGE] Rank 175:	 873.215 MiB
[MEMUSAGE] Rank 176:	 873.203 MiB
[MEMUSAGE] Rank 177:	 873.281 MiB
[MEMUSAGE] Rank 178:	 873.336 MiB
[MEMUSAGE] Rank 179:	 873.367 MiB
[MEMUSAGE] Rank 180:	 875.180 MiB
[MEMUSAGE] Rank 181:	 873.379 MiB
[MEMUSAGE] Rank 182:	 873.336 MiB
[MEMUSAGE] Rank 183:	 873.086 MiB
[MEMUSAGE] Rank 184:	 873.312 MiB
[MEMUSAGE] Rank 185:	 875.352 MiB
[MEMUSAGE] Rank 186:	 873.402 MiB
[MEMUSAGE] Rank 187:	 873.215 MiB
[MEMUSAGE] Rank 188:	 873.441 MiB
[MEMUSAGE] Rank 189:	 873.402 MiB
[MEMUSAGE] Rank 190:	 873.160 MiB
[MEMUSAGE] Rank 191:	 873.168 MiB
[MEMUSAGE] Rank 192:	 875.512 MiB
[MEMUSAGE] Rank 193:	 873.359 MiB
[MEMUSAGE] Rank 194:	 873.352 MiB
[MEMUSAGE] Rank 195:	 871.270 MiB
[MEMUSAGE] Rank 196:	 873.734 MiB
[MEMUSAGE] Rank 197:	 873.191 MiB
[MEMUSAGE] Rank 198:	 873.410 MiB
[MEMUSAGE] Rank 199:	 873.387 MiB
[MEMUSAGE] Rank 200:	 873.445 MiB
[MEMUSAGE] Rank 201:	 873.301 MiB
[MEMUSAGE] Rank 202:	 875.582 MiB
[MEMUSAGE] Rank 203:	 871.328 MiB
[MEMUSAGE] Rank 204:	 873.406 MiB
[MEMUSAGE] Rank 205:	 873.203 MiB
[MEMUSAGE] Rank 206:	 873.359 MiB
[MEMUSAGE] Rank 207:	 873.285 MiB
[MEMUSAGE] Rank 208:	 873.664 MiB
[MEMUSAGE] Rank 209:	 873.621 MiB
[MEMUSAGE] Rank 210:	 873.742 MiB
[MEMUSAGE] Rank 211:	 875.438 MiB
[MEMUSAGE] Rank 212:	 873.348 MiB
[MEMUSAGE] Rank 213:	 873.422 MiB
[MEMUSAGE] Rank 214:	 873.352 MiB
[MEMUSAGE] Rank 215:	 875.383 MiB
[MEMUSAGE] Rank 216:	 873.434 MiB
[MEMUSAGE] Rank 217:	 873.336 MiB
[MEMUSAGE] Rank 218:	 875.391 MiB
[MEMUSAGE] Rank 219:	 873.527 MiB
[MEMUSAGE] Rank 220:	 873.594 MiB
[MEMUSAGE] Rank 221:	 873.312 MiB
[MEMUSAGE] Rank 222:	 873.555 MiB
[MEMUSAGE] Rank 223:	 873.250 MiB
[MEMUSAGE] Rank 224:	 873.508 MiB
[MEMUSAGE] Rank 225:	 873.410 MiB
[MEMUSAGE] Rank 226:	 873.387 MiB
[MEMUSAGE] Rank 227:	 875.227 MiB
[MEMUSAGE] Rank 228:	 873.227 MiB
[MEMUSAGE] Rank 229:	 873.207 MiB
[MEMUSAGE] Rank 230:	 871.367 MiB
[MEMUSAGE] Rank 231:	 873.336 MiB
[MEMUSAGE] Rank 232:	 873.441 MiB
[MEMUSAGE] Rank 233:	 873.289 MiB
[MEMUSAGE] Rank 234:	 875.180 MiB
[MEMUSAGE] Rank 235:	 873.191 MiB
[MEMUSAGE] Rank 236:	 873.387 MiB
[MEMUSAGE] Rank 237:	 875.000 MiB
[MEMUSAGE] Rank 238:	 875.238 MiB
[MEMUSAGE] Rank 239:	 870.961 MiB
[MEMUSAGE] Rank 240:	 875.523 MiB
[MEMUSAGE] Rank 241:	 875.320 MiB
[MEMUSAGE] Rank 242:	 873.438 MiB
[MEMUSAGE] Rank 243:	 873.594 MiB
[MEMUSAGE] Rank 244:	 873.574 MiB
[MEMUSAGE] Rank 245:	 875.355 MiB
[MEMUSAGE] Rank 246:	 873.277 MiB
[MEMUSAGE] Rank 247:	 873.418 MiB
[MEMUSAGE] Rank 248:	 873.410 MiB
[MEMUSAGE] Rank 249:	 873.543 MiB
[MEMUSAGE] Rank 250:	 873.273 MiB
[MEMUSAGE] Rank 251:	 873.156 MiB
[MEMUSAGE] Rank 252:	 873.164 MiB
[MEMUSAGE] Rank 253:	 873.355 MiB
[MEMUSAGE] Rank 254:	 873.355 MiB
[MEMUSAGE] Rank 255:	 873.191 MiB
[MEMUSAGE] Rank 256:	 873.566 MiB
[MEMUSAGE] Rank 257:	 873.566 MiB
[MEMUSAGE] Rank 258:	 873.664 MiB
[MEMUSAGE] Rank 259:	 873.480 MiB
[MEMUSAGE] Rank 260:	 873.703 MiB
[MEMUSAGE] Rank 261:	 873.270 MiB
[MEMUSAGE] Rank 262:	 873.816 MiB
[MEMUSAGE] Rank 263:	 875.508 MiB
[MEMUSAGE] Rank 264:	 873.555 MiB
[MEMUSAGE] Rank 265:	 873.551 MiB
[MEMUSAGE] Rank 266:	 873.484 MiB
[MEMUSAGE] Rank 267:	 873.320 MiB
[MEMUSAGE] Rank 268:	 873.551 MiB
[MEMUSAGE] Rank 269:	 873.199 MiB
[MEMUSAGE] Rank 270:	 873.438 MiB
[MEMUSAGE] Rank 271:	 873.516 MiB
[MEMUSAGE] Rank 272:	 873.500 MiB
[MEMUSAGE] Rank 273:	 873.320 MiB
[MEMUSAGE] Rank 274:	 871.547 MiB
[MEMUSAGE] Rank 275:	 871.391 MiB
[MEMUSAGE] Rank 276:	 875.332 MiB
[MEMUSAGE] Rank 277:	 873.301 MiB
[MEMUSAGE] Rank 278:	 875.441 MiB
[MEMUSAGE] Rank 279:	 873.211 MiB
[MEMUSAGE] Rank 280:	 873.180 MiB
[MEMUSAGE] Rank 281:	 873.227 MiB
[MEMUSAGE] Rank 282:	 873.438 MiB
[MEMUSAGE] Rank 283:	 873.160 MiB
[MEMUSAGE] Rank 284:	 873.512 MiB
[MEMUSAGE] Rank 285:	 873.125 MiB
[MEMUSAGE] Rank 286:	 873.609 MiB
[MEMUSAGE] Rank 287:	 873.312 MiB
[MEMUSAGE] Rank 288:	 873.426 MiB
[MEMUSAGE] Rank 289:	 873.355 MiB
[MEMUSAGE] Rank 290:	 875.246 MiB
[MEMUSAGE] Rank 291:	 873.195 MiB
[MEMUSAGE] Rank 292:	 873.422 MiB
[MEMUSAGE] Rank 293:	 873.348 MiB
[MEMUSAGE] Rank 294:	 871.246 MiB
[MEMUSAGE] Rank 295:	 873.117 MiB
[MEMUSAGE] Rank 296:	 873.398 MiB
[MEMUSAGE] Rank 297:	 873.188 MiB
[MEMUSAGE] Rank 298:	 873.504 MiB
[MEMUSAGE] Rank 299:	 871.305 MiB
[MEMUSAGE] Rank 300:	 873.129 MiB
[MEMUSAGE] Rank 301:	 873.414 MiB
[MEMUSAGE] Rank 302:	 873.316 MiB
[MEMUSAGE] Rank 303:	 873.453 MiB
[MEMUSAGE] Rank 304:	 875.398 MiB
[MEMUSAGE] Rank 305:	 873.598 MiB
[MEMUSAGE] Rank 306:	 873.480 MiB
[MEMUSAGE] Rank 307:	 873.574 MiB
[MEMUSAGE] Rank 308:	 873.750 MiB
[MEMUSAGE] Rank 309:	 873.379 MiB
[MEMUSAGE] Rank 310:	 875.305 MiB
[MEMUSAGE] Rank 311:	 873.141 MiB
[MEMUSAGE] Rank 312:	 873.117 MiB
[MEMUSAGE] Rank 313:	 873.191 MiB
[MEMUSAGE] Rank 314:	 873.234 MiB
[MEMUSAGE] Rank 315:	 873.395 MiB
[MEMUSAGE] Rank 316:	 873.445 MiB
[MEMUSAGE] Rank 317:	 873.117 MiB
[MEMUSAGE] Rank 318:	 873.285 MiB
[MEMUSAGE] Rank 319:	 873.297 MiB
[MEMUSAGE] Rank 320:	 873.582 MiB
[MEMUSAGE] Rank 321:	 873.293 MiB
[MEMUSAGE] Rank 322:	 873.199 MiB
[MEMUSAGE] Rank 323:	 875.309 MiB
[MEMUSAGE] Rank 324:	 873.492 MiB
[MEMUSAGE] Rank 325:	 875.059 MiB
[MEMUSAGE] Rank 326:	 873.449 MiB
[MEMUSAGE] Rank 327:	 873.395 MiB
[MEMUSAGE] Rank 328:	 873.305 MiB
[MEMUSAGE] Rank 329:	 873.141 MiB
[MEMUSAGE] Rank 330:	 873.531 MiB
[MEMUSAGE] Rank 331:	 873.254 MiB
[MEMUSAGE] Rank 332:	 873.117 MiB
[MEMUSAGE] Rank 333:	 873.223 MiB
[MEMUSAGE] Rank 334:	 873.230 MiB
[MEMUSAGE] Rank 335:	 873.133 MiB
[MEMUSAGE] Rank 336:	 873.219 MiB
[MEMUSAGE] Rank 337:	 873.227 MiB
[MEMUSAGE] Rank 338:	 873.328 MiB
[MEMUSAGE] Rank 339:	 873.141 MiB
[MEMUSAGE] Rank 340:	 873.328 MiB
[MEMUSAGE] Rank 341:	 872.836 MiB
[MEMUSAGE] Rank 342:	 872.910 MiB
[MEMUSAGE] Rank 343:	 873.164 MiB
[MEMUSAGE] Rank 344:	 873.188 MiB
[MEMUSAGE] Rank 345:	 875.059 MiB
[MEMUSAGE] Rank 346:	 873.176 MiB
[MEMUSAGE] Rank 347:	 873.266 MiB
[MEMUSAGE] Rank 348:	 873.172 MiB
[MEMUSAGE] Rank 349:	 871.180 MiB
[MEMUSAGE] Rank 350:	 873.332 MiB
[MEMUSAGE] Rank 351:	 873.191 MiB
[MEMUSAGE] Rank 352:	 873.461 MiB
[MEMUSAGE] Rank 353:	 873.496 MiB
[MEMUSAGE] Rank 354:	 873.594 MiB
[MEMUSAGE] Rank 355:	 873.414 MiB
[MEMUSAGE] Rank 356:	 873.184 MiB
[MEMUSAGE] Rank 357:	 875.301 MiB
[MEMUSAGE] Rank 358:	 873.582 MiB
[MEMUSAGE] Rank 359:	 873.332 MiB
[MEMUSAGE] Rank 360:	 873.258 MiB
[MEMUSAGE] Rank 361:	 873.273 MiB
[MEMUSAGE] Rank 362:	 873.180 MiB
[MEMUSAGE] Rank 363:	 873.156 MiB
[MEMUSAGE] Rank 364:	 873.410 MiB
[MEMUSAGE] Rank 365:	 873.199 MiB
[MEMUSAGE] Rank 366:	 873.367 MiB
[MEMUSAGE] Rank 367:	 873.008 MiB
[MEMUSAGE] Rank 368:	 873.297 MiB
[MEMUSAGE] Rank 369:	 875.023 MiB
[MEMUSAGE] Rank 370:	 873.520 MiB
[MEMUSAGE] Rank 371:	 873.129 MiB
[MEMUSAGE] Rank 372:	 873.285 MiB
[MEMUSAGE] Rank 373:	 872.871 MiB
[MEMUSAGE] Rank 374:	 873.109 MiB
[MEMUSAGE] Rank 375:	 873.020 MiB
[MEMUSAGE] Rank 376:	 873.293 MiB
[MEMUSAGE] Rank 377:	 872.980 MiB
[MEMUSAGE] Rank 378:	 873.055 MiB
[MEMUSAGE] Rank 379:	 871.195 MiB
[MEMUSAGE] Rank 380:	 875.090 MiB
[MEMUSAGE] Rank 381:	 875.227 MiB
[MEMUSAGE] Rank 382:	 873.172 MiB
[MEMUSAGE] Rank 383:	 872.867 MiB
EXECUTION VERIFICATION CHECK: SUCCESS
