nodelist=n23m[0065-0067,0102,0117,0124-0125,0134]
Parallel Research Kernels version 2.17
MPIRMA stencil execution on 2D grid
Number of ranks        = 384
Grid size              = 135765
Radius of stencil      = 1
Tiles in x/y-direction = 16/24
Type of stencil        = star
Data type              = double precision
Compact representation of stencil loop body
Number of iterations   = 400
Solution validates
Rate (MFlops/s): 788656.757293  Avg time (s): 0.257080  Total time (s): 102.831815
[MEMUSAGE] Total Memory Consumption (max_rss): 335430.375 MiB
[MEMUSAGE] Rank 0:	 873.680 MiB
[MEMUSAGE] Rank 47:	 875.168 MiB
[MEMUSAGE] Rank 48:	 873.402 MiB
[MEMUSAGE] Rank 49:	 873.516 MiB
[MEMUSAGE] Rank 50:	 873.426 MiB
[MEMUSAGE] Rank 51:	 873.305 MiB
[MEMUSAGE] Rank 52:	 873.453 MiB
[MEMUSAGE] Rank 53:	 873.070 MiB
[MEMUSAGE] Rank 54:	 873.480 MiB
[MEMUSAGE] Rank 55:	 873.363 MiB
[MEMUSAGE] Rank 56:	 873.383 MiB
[MEMUSAGE] Rank 57:	 873.367 MiB
[MEMUSAGE] Rank 58:	 873.355 MiB
[MEMUSAGE] Rank 59:	 873.387 MiB
[MEMUSAGE] Rank 60:	 871.594 MiB
[MEMUSAGE] Rank 61:	 873.469 MiB
[MEMUSAGE] Rank 62:	 873.367 MiB
[MEMUSAGE] Rank 63:	 873.215 MiB
[MEMUSAGE] Rank 64:	 873.652 MiB
[MEMUSAGE] Rank 65:	 873.512 MiB
[MEMUSAGE] Rank 66:	 875.617 MiB
[MEMUSAGE] Rank 67:	 873.516 MiB
[MEMUSAGE] Rank 68:	 873.461 MiB
[MEMUSAGE] Rank 69:	 875.500 MiB
[MEMUSAGE] Rank 70:	 873.648 MiB
[MEMUSAGE] Rank 71:	 873.566 MiB
[MEMUSAGE] Rank 72:	 873.512 MiB
[MEMUSAGE] Rank 73:	 873.129 MiB
[MEMUSAGE] Rank 74:	 873.594 MiB
[MEMUSAGE] Rank 75:	 873.215 MiB
[MEMUSAGE] Rank 76:	 873.426 MiB
[MEMUSAGE] Rank 77:	 873.473 MiB
[MEMUSAGE] Rank 78:	 873.445 MiB
[MEMUSAGE] Rank 79:	 873.254 MiB
[MEMUSAGE] Rank 80:	 873.355 MiB
[MEMUSAGE] Rank 81:	 871.273 MiB
[MEMUSAGE] Rank 82:	 873.250 MiB
[MEMUSAGE] Rank 83:	 873.352 MiB
[MEMUSAGE] Rank 84:	 873.199 MiB
[MEMUSAGE] Rank 85:	 873.137 MiB
[MEMUSAGE] Rank 86:	 873.273 MiB
[MEMUSAGE] Rank 87:	 871.266 MiB
[MEMUSAGE] Rank 88:	 875.168 MiB
[MEMUSAGE] Rank 89:	 873.379 MiB
[MEMUSAGE] Rank 90:	 873.340 MiB
[MEMUSAGE] Rank 91:	 873.141 MiB
[MEMUSAGE] Rank 92:	 873.281 MiB
[MEMUSAGE] Rank 93:	 873.125 MiB
[MEMUSAGE] Rank 94:	 873.168 MiB
[MEMUSAGE] Rank 95:	 873.000 MiB
[MEMUSAGE] Rank 96:	 873.516 MiB
[MEMUSAGE] Rank 97:	 873.312 MiB
[MEMUSAGE] Rank 98:	 873.512 MiB
[MEMUSAGE] Rank 99:	 873.328 MiB
[MEMUSAGE] Rank 100:	 875.484 MiB
[MEMUSAGE] Rank 101:	 873.180 MiB
[MEMUSAGE] Rank 102:	 873.398 MiB
[MEMUSAGE] Rank 103:	 873.238 MiB
[MEMUSAGE] Rank 104:	 873.508 MiB
[MEMUSAGE] Rank 105:	 873.445 MiB
[MEMUSAGE] Rank 106:	 873.301 MiB
[MEMUSAGE] Rank 107:	 873.367 MiB
[MEMUSAGE] Rank 108:	 873.383 MiB
[MEMUSAGE] Rank 109:	 873.523 MiB
[MEMUSAGE] Rank 110:	 873.426 MiB
[MEMUSAGE] Rank 111:	 873.359 MiB
[MEMUSAGE] Rank 112:	 873.719 MiB
[MEMUSAGE] Rank 113:	 873.484 MiB
[MEMUSAGE] Rank 114:	 873.668 MiB
[MEMUSAGE] Rank 115:	 873.379 MiB
[MEMUSAGE] Rank 116:	 873.570 MiB
[MEMUSAGE] Rank 117:	 873.266 MiB
[MEMUSAGE] Rank 118:	 873.289 MiB
[MEMUSAGE] Rank 119:	 875.117 MiB
[MEMUSAGE] Rank 120:	 873.340 MiB
[MEMUSAGE] Rank 121:	 873.352 MiB
[MEMUSAGE] Rank 122:	 873.395 MiB
[MEMUSAGE] Rank 123:	 873.414 MiB
[MEMUSAGE] Rank 124:	 873.352 MiB
[MEMUSAGE] Rank 125:	 873.461 MiB
[MEMUSAGE] Rank 126:	 873.566 MiB
[MEMUSAGE] Rank 127:	 873.449 MiB
[MEMUSAGE] Rank 128:	 873.574 MiB
[MEMUSAGE] Rank 129:	 873.199 MiB
[MEMUSAGE] Rank 130:	 873.574 MiB
[MEMUSAGE] Rank 131:	 873.219 MiB
[MEMUSAGE] Rank 132:	 875.699 MiB
[MEMUSAGE] Rank 133:	 873.262 MiB
[MEMUSAGE] Rank 134:	 873.578 MiB
[MEMUSAGE] Rank 135:	 875.297 MiB
[MEMUSAGE] Rank 136:	 873.359 MiB
[MEMUSAGE] Rank 137:	 873.457 MiB
[MEMUSAGE] Rank 138:	 875.371 MiB
[MEMUSAGE] Rank 139:	 875.281 MiB
[MEMUSAGE] Rank 140:	 873.230 MiB
[MEMUSAGE] Rank 141:	 873.242 MiB
[MEMUSAGE] Rank 142:	 873.398 MiB
[MEMUSAGE] Rank 143:	 873.344 MiB
[MEMUSAGE] Rank 144:	 873.492 MiB
[MEMUSAGE] Rank 145:	 873.391 MiB
[MEMUSAGE] Rank 146:	 871.348 MiB
[MEMUSAGE] Rank 147:	 873.039 MiB
[MEMUSAGE] Rank 148:	 873.621 MiB
[MEMUSAGE] Rank 149:	 873.359 MiB
[MEMUSAGE] Rank 150:	 871.391 MiB
[MEMUSAGE] Rank 151:	 873.336 MiB
[MEMUSAGE] Rank 152:	 873.398 MiB
[MEMUSAGE] Rank 153:	 873.434 MiB
[MEMUSAGE] Rank 154:	 873.625 MiB
[MEMUSAGE] Rank 155:	 873.328 MiB
[MEMUSAGE] Rank 156:	 873.344 MiB
[MEMUSAGE] Rank 157:	 875.512 MiB
[MEMUSAGE] Rank 158:	 873.586 MiB
[MEMUSAGE] Rank 159:	 873.172 MiB
[MEMUSAGE] Rank 160:	 873.684 MiB
[MEMUSAGE] Rank 161:	 873.574 MiB
[MEMUSAGE] Rank 162:	 873.582 MiB
[MEMUSAGE] Rank 163:	 873.301 MiB
[MEMUSAGE] Rank 164:	 873.445 MiB
[MEMUSAGE] Rank 165:	 873.477 MiB
[MEMUSAGE] Rank 166:	 873.617 MiB
[MEMUSAGE] Rank 167:	 873.211 MiB
[MEMUSAGE] Rank 168:	 873.625 MiB
[MEMUSAGE] Rank 169:	 873.598 MiB
[MEMUSAGE] Rank 170:	 873.355 MiB
[MEMUSAGE] Rank 171:	 873.203 MiB
[MEMUSAGE] Rank 172:	 873.473 MiB
[MEMUSAGE] Rank 173:	 873.137 MiB
[MEMUSAGE] Rank 174:	 873.516 MiB
[MEMUSAGE] Rank 175:	 873.121 MiB
[MEMUSAGE] Rank 176:	 873.605 MiB
[MEMUSAGE] Rank 177:	 873.336 MiB
[MEMUSAGE] Rank 178:	 873.574 MiB
[MEMUSAGE] Rank 179:	 873.281 MiB
[MEMUSAGE] Rank 180:	 873.418 MiB
[MEMUSAGE] Rank 181:	 873.445 MiB
[MEMUSAGE] Rank 182:	 873.434 MiB
[MEMUSAGE] Rank 183:	 873.316 MiB
[MEMUSAGE] Rank 184:	 873.340 MiB
[MEMUSAGE] Rank 185:	 873.211 MiB
[MEMUSAGE] Rank 186:	 873.477 MiB
[MEMUSAGE] Rank 187:	 875.152 MiB
[MEMUSAGE] Rank 188:	 873.129 MiB
[MEMUSAGE] Rank 189:	 873.238 MiB
[MEMUSAGE] Rank 190:	 875.051 MiB
[MEMUSAGE] Rank 191:	 873.191 MiB
[MEMUSAGE] Rank 192:	 873.461 MiB
[MEMUSAGE] Rank 193:	 873.363 MiB
[MEMUSAGE] Rank 194:	 873.488 MiB
[MEMUSAGE] Rank 195:	 871.441 MiB
[MEMUSAGE] Rank 196:	 873.422 MiB
[MEMUSAGE] Rank 197:	 873.477 MiB
[MEMUSAGE] Rank 198:	 873.387 MiB
[MEMUSAGE] Rank 199:	 873.355 MiB
[MEMUSAGE] Rank 200:	 873.484 MiB
[MEMUSAGE] Rank 201:	 873.297 MiB
[MEMUSAGE] Rank 202:	 873.309 MiB
[MEMUSAGE] Rank 203:	 871.387 MiB
[MEMUSAGE] Rank 204:	 873.555 MiB
[MEMUSAGE] Rank 205:	 873.410 MiB
[MEMUSAGE] Rank 206:	 873.586 MiB
[MEMUSAGE] Rank 207:	 873.461 MiB
[MEMUSAGE] Rank 208:	 873.617 MiB
[MEMUSAGE] Rank 209:	 873.512 MiB
[MEMUSAGE] Rank 210:	 875.531 MiB
[MEMUSAGE] Rank 211:	 875.605 MiB
[MEMUSAGE] Rank 212:	 875.574 MiB
[MEMUSAGE] Rank 213:	 875.203 MiB
[MEMUSAGE] Rank 214:	 873.641 MiB
[MEMUSAGE] Rank 215:	 873.562 MiB
[MEMUSAGE] Rank 216:	 873.520 MiB
[MEMUSAGE] Rank 217:	 873.383 MiB
[MEMUSAGE] Rank 218:	 873.434 MiB
[MEMUSAGE] Rank 219:	 873.359 MiB
[MEMUSAGE] Rank 220:	 875.691 MiB
[MEMUSAGE] Rank 221:	 873.148 MiB
[MEMUSAGE] Rank 222:	 873.629 MiB
[MEMUSAGE] Rank 223:	 875.359 MiB
[MEMUSAGE] Rank 224:	 873.320 MiB
[MEMUSAGE] Rank 225:	 873.359 MiB
[MEMUSAGE] Rank 226:	 873.488 MiB
[MEMUSAGE] Rank 227:	 873.312 MiB
[MEMUSAGE] Rank 228:	 873.266 MiB
[MEMUSAGE] Rank 229:	 875.301 MiB
[MEMUSAGE] Rank 230:	 873.344 MiB
[MEMUSAGE] Rank 231:	 873.105 MiB
[MEMUSAGE] Rank 232:	 873.324 MiB
[MEMUSAGE] Rank 233:	 873.273 MiB
[MEMUSAGE] Rank 234:	 875.293 MiB
[MEMUSAGE] Rank 235:	 873.191 MiB
[MEMUSAGE] Rank 236:	 873.359 MiB
[MEMUSAGE] Rank 237:	 873.250 MiB
[MEMUSAGE] Rank 238:	 873.344 MiB
[MEMUSAGE] Rank 239:	 873.004 MiB
[MEMUSAGE] Rank 240:	 873.457 MiB
[MEMUSAGE] Rank 241:	 877.402 MiB
[MEMUSAGE] Rank 242:	 873.656 MiB
[MEMUSAGE] Rank 243:	 873.344 MiB
[MEMUSAGE] Rank 244:	 873.254 MiB
[MEMUSAGE] Rank 245:	 871.426 MiB
[MEMUSAGE] Rank 246:	 873.230 MiB
[MEMUSAGE] Rank 247:	 873.301 MiB
[MEMUSAGE] Rank 248:	 873.297 MiB
[MEMUSAGE] Rank 249:	 873.348 MiB
[MEMUSAGE] Rank 250:	 873.367 MiB
[MEMUSAGE] Rank 251:	 873.305 MiB
[MEMUSAGE] Rank 252:	 873.293 MiB
[MEMUSAGE] Rank 253:	 873.570 MiB
[MEMUSAGE] Rank 254:	 873.262 MiB
[MEMUSAGE] Rank 255:	 873.227 MiB
[MEMUSAGE] Rank 256:	 875.465 MiB
[MEMUSAGE] Rank 257:	 873.539 MiB
[MEMUSAGE] Rank 258:	 873.703 MiB
[MEMUSAGE] Rank 259:	 873.695 MiB
[MEMUSAGE] Rank 260:	 873.746 MiB
[MEMUSAGE] Rank 261:	 873.277 MiB
[MEMUSAGE] Rank 262:	 873.641 MiB
[MEMUSAGE] Rank 263:	 873.457 MiB
[MEMUSAGE] Rank 264:	 873.633 MiB
[MEMUSAGE] Rank 265:	 873.484 MiB
[MEMUSAGE] Rank 266:	 875.289 MiB
[MEMUSAGE] Rank 267:	 871.609 MiB
[MEMUSAGE] Rank 268:	 873.617 MiB
[MEMUSAGE] Rank 269:	 871.441 MiB
[MEMUSAGE] Rank 270:	 873.406 MiB
[MEMUSAGE] Rank 271:	 873.613 MiB
[MEMUSAGE] Rank 272:	 873.352 MiB
[MEMUSAGE] Rank 273:	 873.266 MiB
[MEMUSAGE] Rank 274:	 875.336 MiB
[MEMUSAGE] Rank 275:	 873.371 MiB
[MEMUSAGE] Rank 276:	 873.332 MiB
[MEMUSAGE] Rank 277:	 873.398 MiB
[MEMUSAGE] Rank 278:	 873.352 MiB
[MEMUSAGE] Rank 279:	 873.238 MiB
[MEMUSAGE] Rank 280:	 873.332 MiB
[MEMUSAGE] Rank 281:	 873.090 MiB
[MEMUSAGE] Rank 282:	 873.500 MiB
[MEMUSAGE] Rank 283:	 873.383 MiB
[MEMUSAGE] Rank 284:	 873.293 MiB
[MEMUSAGE] Rank 285:	 873.297 MiB
[MEMUSAGE] Rank 286:	 873.344 MiB
[MEMUSAGE] Rank 287:	 873.207 MiB
[MEMUSAGE] Rank 288:	 873.672 MiB
[MEMUSAGE] Rank 289:	 873.277 MiB
[MEMUSAGE] Rank 290:	 873.328 MiB
[MEMUSAGE] Rank 291:	 873.449 MiB
[MEMUSAGE] Rank 292:	 873.535 MiB
[MEMUSAGE] Rank 293:	 873.113 MiB
[MEMUSAGE] Rank 294:	 873.348 MiB
[MEMUSAGE] Rank 295:	 873.238 MiB
[MEMUSAGE] Rank 296:	 873.332 MiB
[MEMUSAGE] Rank 297:	 873.246 MiB
[MEMUSAGE] Rank 298:	 873.250 MiB
[MEMUSAGE] Rank 299:	 873.379 MiB
[MEMUSAGE] Rank 300:	 875.316 MiB
[MEMUSAGE] Rank 301:	 873.492 MiB
[MEMUSAGE] Rank 302:	 873.445 MiB
[MEMUSAGE] Rank 303:	 873.219 MiB
[MEMUSAGE] Rank 304:	 873.492 MiB
[MEMUSAGE] Rank 305:	 875.355 MiB
[MEMUSAGE] Rank 306:	 873.812 MiB
[MEMUSAGE] Rank 307:	 873.328 MiB
[MEMUSAGE] Rank 308:	 873.379 MiB
[MEMUSAGE] Rank 309:	 873.621 MiB
[MEMUSAGE] Rank 310:	 873.332 MiB
[MEMUSAGE] Rank 311:	 873.410 MiB
[MEMUSAGE] Rank 312:	 873.352 MiB
[MEMUSAGE] Rank 313:	 875.141 MiB
[MEMUSAGE] Rank 314:	 873.523 MiB
[MEMUSAGE] Rank 315:	 873.109 MiB
[MEMUSAGE] Rank 316:	 873.398 MiB
[MEMUSAGE] Rank 317:	 873.383 MiB
[MEMUSAGE] Rank 318:	 873.457 MiB
[MEMUSAGE] Rank 319:	 873.426 MiB
[MEMUSAGE] Rank 320:	 873.422 MiB
[MEMUSAGE] Rank 321:	 873.395 MiB
[MEMUSAGE] Rank 322:	 873.492 MiB
[MEMUSAGE] Rank 323:	 873.527 MiB
[MEMUSAGE] Rank 324:	 873.258 MiB
[MEMUSAGE] Rank 325:	 873.105 MiB
[MEMUSAGE] Rank 326:	 875.395 MiB
[MEMUSAGE] Rank 327:	 873.438 MiB
[MEMUSAGE] Rank 328:	 873.293 MiB
[MEMUSAGE] Rank 329:	 873.051 MiB
[MEMUSAGE] Rank 330:	 873.160 MiB
[MEMUSAGE] Rank 331:	 875.320 MiB
[MEMUSAGE] Rank 332:	 873.348 MiB
[MEMUSAGE] Rank 333:	 873.230 MiB
[MEMUSAGE] Rank 334:	 873.453 MiB
[MEMUSAGE] Rank 335:	 875.227 MiB
[MEMUSAGE] Rank 336:	 873.223 MiB
[MEMUSAGE] Rank 337:	 873.012 MiB
[MEMUSAGE] Rank 338:	 873.176 MiB
[MEMUSAGE] Rank 339:	 873.137 MiB
[MEMUSAGE] Rank 340:	 873.125 MiB
[MEMUSAGE] Rank 341:	 873.066 MiB
[MEMUSAGE] Rank 342:	 873.281 MiB
[MEMUSAGE] Rank 343:	 873.172 MiB
[MEMUSAGE] Rank 344:	 873.312 MiB
[MEMUSAGE] Rank 345:	 873.250 MiB
[MEMUSAGE] Rank 346:	 873.109 MiB
[MEMUSAGE] Rank 347:	 873.262 MiB
[MEMUSAGE] Rank 348:	 873.062 MiB
[MEMUSAGE] Rank 349:	 873.195 MiB
[MEMUSAGE] Rank 350:	 873.277 MiB
[MEMUSAGE] Rank 351:	 873.070 MiB
[MEMUSAGE] Rank 352:	 873.406 MiB
[MEMUSAGE] Rank 353:	 873.402 MiB
[MEMUSAGE] Rank 354:	 873.480 MiB
[MEMUSAGE] Rank 355:	 875.207 MiB
[MEMUSAGE] Rank 356:	 873.422 MiB
[MEMUSAGE] Rank 357:	 873.293 MiB
[MEMUSAGE] Rank 358:	 873.102 MiB
[MEMUSAGE] Rank 359:	 873.312 MiB
[MEMUSAGE] Rank 360:	 873.207 MiB
[MEMUSAGE] Rank 361:	 873.246 MiB
[MEMUSAGE] Rank 362:	 873.406 MiB
[MEMUSAGE] Rank 363:	 873.039 MiB
[MEMUSAGE] Rank 364:	 873.328 MiB
[MEMUSAGE] Rank 365:	 873.117 MiB
[MEMUSAGE] Rank 366:	 873.363 MiB
[MEMUSAGE] Rank 367:	 873.035 MiB
[MEMUSAGE] Rank 368:	 873.164 MiB
[MEMUSAGE] Rank 369:	 873.258 MiB
[MEMUSAGE] Rank 370:	 873.363 MiB
[MEMUSAGE] Rank 371:	 872.996 MiB
[MEMUSAGE] Rank 372:	 873.219 MiB
[MEMUSAGE] Rank 373:	 872.809 MiB
[MEMUSAGE] Rank 374:	 873.227 MiB
[MEMUSAGE] Rank 375:	 873.180 MiB
[MEMUSAGE] Rank 376:	 873.367 MiB
[MEMUSAGE] Rank 377:	 872.934 MiB
[MEMUSAGE] Rank 378:	 873.164 MiB
[MEMUSAGE] Rank 379:	 873.293 MiB
[MEMUSAGE] Rank 380:	 873.191 MiB
[MEMUSAGE] Rank 381:	 873.191 MiB
[MEMUSAGE] Rank 382:	 873.027 MiB
[MEMUSAGE] Rank 383:	 873.012 MiB
EXECUTION VERIFICATION CHECK: SUCCESS
