nodelist=n23m[0234-0236,0343-0346,0348-0350,0363]
# MPI communication: MPI-RMA with lock_all
# Running problem size 20^3 per domain until completion
# Num processors: 512
# Total number of elements: 4096000 

To run other sizes, use -s <integer>.
To run a fixed number of iterations, use -i <integer>.
To run a more or less balanced region set, use -b <integer>.
To change the relative costs of regions, use -c <integer>.
To print out progress, use -p
To write an output file for VisIt, use -v
See help (-h) for more options

Run completed:
   Problem size        =  20
   MPI tasks           =  512
   Iteration count     =  5753
   Final Origin Energy =  4.177699e+06
   Testing Plane 0 of Energy Array on rank 0:
        MaxAbsDiff   = 2.852175e-09
        TotalAbsDiff = 3.305195e-08
        MaxRelDiff   = 3.787692e-14

Elapsed time         =    1.2e+02 (s)
Grind time (us/z/c)  =  2.6241126 (per dom)  ( 120.77216 overall)
FOM                  =  195113.58 (z/s)

[MEMUSAGE] Total Memory Consumption (max_rss): 81417.750 MiB
[MEMUSAGE] Rank 0:	 158.629 MiB
[MEMUSAGE] Rank 171:	 158.707 MiB
[MEMUSAGE] Rank 172:	 158.930 MiB
[MEMUSAGE] Rank 173:	 158.777 MiB
[MEMUSAGE] Rank 174:	 158.934 MiB
[MEMUSAGE] Rank 175:	 158.473 MiB
[MEMUSAGE] Rank 176:	 158.992 MiB
[MEMUSAGE] Rank 177:	 158.812 MiB
[MEMUSAGE] Rank 178:	 158.973 MiB
[MEMUSAGE] Rank 179:	 158.906 MiB
[MEMUSAGE] Rank 180:	 161.004 MiB
[MEMUSAGE] Rank 181:	 157.020 MiB
[MEMUSAGE] Rank 182:	 158.852 MiB
[MEMUSAGE] Rank 183:	 158.863 MiB
[MEMUSAGE] Rank 184:	 158.828 MiB
[MEMUSAGE] Rank 185:	 159.059 MiB
[MEMUSAGE] Rank 186:	 158.809 MiB
[MEMUSAGE] Rank 187:	 160.824 MiB
[MEMUSAGE] Rank 188:	 158.602 MiB
[MEMUSAGE] Rank 189:	 158.637 MiB
[MEMUSAGE] Rank 190:	 158.680 MiB
[MEMUSAGE] Rank 191:	 160.449 MiB
[MEMUSAGE] Rank 192:	 160.766 MiB
[MEMUSAGE] Rank 193:	 158.824 MiB
[MEMUSAGE] Rank 194:	 158.699 MiB
[MEMUSAGE] Rank 195:	 158.754 MiB
[MEMUSAGE] Rank 196:	 158.930 MiB
[MEMUSAGE] Rank 197:	 158.664 MiB
[MEMUSAGE] Rank 198:	 160.746 MiB
[MEMUSAGE] Rank 199:	 158.586 MiB
[MEMUSAGE] Rank 200:	 160.773 MiB
[MEMUSAGE] Rank 201:	 159.082 MiB
[MEMUSAGE] Rank 202:	 158.945 MiB
[MEMUSAGE] Rank 203:	 158.984 MiB
[MEMUSAGE] Rank 204:	 158.996 MiB
[MEMUSAGE] Rank 205:	 158.918 MiB
[MEMUSAGE] Rank 206:	 158.992 MiB
[MEMUSAGE] Rank 207:	 158.777 MiB
[MEMUSAGE] Rank 208:	 158.914 MiB
[MEMUSAGE] Rank 209:	 158.941 MiB
[MEMUSAGE] Rank 210:	 161.031 MiB
[MEMUSAGE] Rank 211:	 159.062 MiB
[MEMUSAGE] Rank 212:	 158.973 MiB
[MEMUSAGE] Rank 213:	 160.762 MiB
[MEMUSAGE] Rank 214:	 158.898 MiB
[MEMUSAGE] Rank 215:	 156.676 MiB
[MEMUSAGE] Rank 216:	 158.973 MiB
[MEMUSAGE] Rank 217:	 158.914 MiB
[MEMUSAGE] Rank 218:	 159.172 MiB
[MEMUSAGE] Rank 219:	 158.902 MiB
[MEMUSAGE] Rank 220:	 159.094 MiB
[MEMUSAGE] Rank 221:	 158.887 MiB
[MEMUSAGE] Rank 222:	 158.887 MiB
[MEMUSAGE] Rank 223:	 160.652 MiB
[MEMUSAGE] Rank 224:	 158.832 MiB
[MEMUSAGE] Rank 225:	 156.789 MiB
[MEMUSAGE] Rank 226:	 158.863 MiB
[MEMUSAGE] Rank 227:	 158.699 MiB
[MEMUSAGE] Rank 228:	 160.652 MiB
[MEMUSAGE] Rank 229:	 158.594 MiB
[MEMUSAGE] Rank 230:	 158.957 MiB
[MEMUSAGE] Rank 231:	 160.449 MiB
[MEMUSAGE] Rank 232:	 160.605 MiB
[MEMUSAGE] Rank 233:	 158.691 MiB
[MEMUSAGE] Rank 234:	 158.656 MiB
[MEMUSAGE] Rank 235:	 160.844 MiB
[MEMUSAGE] Rank 236:	 158.957 MiB
[MEMUSAGE] Rank 237:	 158.852 MiB
[MEMUSAGE] Rank 238:	 158.859 MiB
[MEMUSAGE] Rank 239:	 158.719 MiB
[MEMUSAGE] Rank 240:	 158.680 MiB
[MEMUSAGE] Rank 241:	 158.613 MiB
[MEMUSAGE] Rank 242:	 158.777 MiB
[MEMUSAGE] Rank 243:	 158.637 MiB
[MEMUSAGE] Rank 244:	 158.773 MiB
[MEMUSAGE] Rank 245:	 158.672 MiB
[MEMUSAGE] Rank 246:	 158.840 MiB
[MEMUSAGE] Rank 247:	 158.641 MiB
[MEMUSAGE] Rank 248:	 158.629 MiB
[MEMUSAGE] Rank 249:	 158.742 MiB
[MEMUSAGE] Rank 250:	 158.762 MiB
[MEMUSAGE] Rank 251:	 158.848 MiB
[MEMUSAGE] Rank 252:	 158.816 MiB
[MEMUSAGE] Rank 253:	 158.672 MiB
[MEMUSAGE] Rank 254:	 158.887 MiB
[MEMUSAGE] Rank 255:	 158.555 MiB
[MEMUSAGE] Rank 256:	 160.793 MiB
[MEMUSAGE] Rank 257:	 158.855 MiB
[MEMUSAGE] Rank 258:	 156.840 MiB
[MEMUSAGE] Rank 259:	 158.895 MiB
[MEMUSAGE] Rank 260:	 158.855 MiB
[MEMUSAGE] Rank 261:	 160.703 MiB
[MEMUSAGE] Rank 262:	 158.918 MiB
[MEMUSAGE] Rank 263:	 158.699 MiB
[MEMUSAGE] Rank 264:	 158.988 MiB
[MEMUSAGE] Rank 265:	 158.875 MiB
[MEMUSAGE] Rank 266:	 160.750 MiB
[MEMUSAGE] Rank 267:	 158.812 MiB
[MEMUSAGE] Rank 268:	 158.988 MiB
[MEMUSAGE] Rank 269:	 158.887 MiB
[MEMUSAGE] Rank 270:	 160.836 MiB
[MEMUSAGE] Rank 271:	 160.789 MiB
[MEMUSAGE] Rank 272:	 158.957 MiB
[MEMUSAGE] Rank 273:	 159.066 MiB
[MEMUSAGE] Rank 274:	 161.078 MiB
[MEMUSAGE] Rank 275:	 159.004 MiB
[MEMUSAGE] Rank 276:	 159.098 MiB
[MEMUSAGE] Rank 277:	 158.961 MiB
[MEMUSAGE] Rank 278:	 160.988 MiB
[MEMUSAGE] Rank 279:	 160.973 MiB
[MEMUSAGE] Rank 280:	 158.973 MiB
[MEMUSAGE] Rank 281:	 158.816 MiB
[MEMUSAGE] Rank 282:	 158.801 MiB
[MEMUSAGE] Rank 283:	 158.961 MiB
[MEMUSAGE] Rank 284:	 158.781 MiB
[MEMUSAGE] Rank 285:	 158.828 MiB
[MEMUSAGE] Rank 286:	 158.875 MiB
[MEMUSAGE] Rank 287:	 158.762 MiB
[MEMUSAGE] Rank 288:	 158.672 MiB
[MEMUSAGE] Rank 289:	 158.910 MiB
[MEMUSAGE] Rank 290:	 157.027 MiB
[MEMUSAGE] Rank 291:	 159.031 MiB
[MEMUSAGE] Rank 292:	 158.965 MiB
[MEMUSAGE] Rank 293:	 158.820 MiB
[MEMUSAGE] Rank 294:	 159.031 MiB
[MEMUSAGE] Rank 295:	 158.785 MiB
[MEMUSAGE] Rank 296:	 159.082 MiB
[MEMUSAGE] Rank 297:	 158.969 MiB
[MEMUSAGE] Rank 298:	 158.875 MiB
[MEMUSAGE] Rank 299:	 156.992 MiB
[MEMUSAGE] Rank 300:	 158.980 MiB
[MEMUSAGE] Rank 301:	 159.039 MiB
[MEMUSAGE] Rank 302:	 159.008 MiB
[MEMUSAGE] Rank 303:	 158.738 MiB
[MEMUSAGE] Rank 304:	 160.992 MiB
[MEMUSAGE] Rank 305:	 159.145 MiB
[MEMUSAGE] Rank 306:	 159.004 MiB
[MEMUSAGE] Rank 307:	 156.984 MiB
[MEMUSAGE] Rank 308:	 159.176 MiB
[MEMUSAGE] Rank 309:	 159.117 MiB
[MEMUSAGE] Rank 310:	 159.164 MiB
[MEMUSAGE] Rank 311:	 158.809 MiB
[MEMUSAGE] Rank 312:	 158.918 MiB
[MEMUSAGE] Rank 313:	 159.031 MiB
[MEMUSAGE] Rank 314:	 159.016 MiB
[MEMUSAGE] Rank 315:	 156.902 MiB
[MEMUSAGE] Rank 316:	 159.094 MiB
[MEMUSAGE] Rank 317:	 158.980 MiB
[MEMUSAGE] Rank 318:	 159.039 MiB
[MEMUSAGE] Rank 319:	 158.754 MiB
[MEMUSAGE] Rank 320:	 158.664 MiB
[MEMUSAGE] Rank 321:	 158.676 MiB
[MEMUSAGE] Rank 322:	 158.793 MiB
[MEMUSAGE] Rank 323:	 156.695 MiB
[MEMUSAGE] Rank 324:	 160.672 MiB
[MEMUSAGE] Rank 325:	 158.812 MiB
[MEMUSAGE] Rank 326:	 158.934 MiB
[MEMUSAGE] Rank 327:	 158.809 MiB
[MEMUSAGE] Rank 328:	 160.816 MiB
[MEMUSAGE] Rank 329:	 158.926 MiB
[MEMUSAGE] Rank 330:	 158.949 MiB
[MEMUSAGE] Rank 331:	 159.070 MiB
[MEMUSAGE] Rank 332:	 159.129 MiB
[MEMUSAGE] Rank 333:	 156.922 MiB
[MEMUSAGE] Rank 334:	 159.121 MiB
[MEMUSAGE] Rank 335:	 156.992 MiB
[MEMUSAGE] Rank 336:	 158.555 MiB
[MEMUSAGE] Rank 337:	 158.957 MiB
[MEMUSAGE] Rank 338:	 159.086 MiB
[MEMUSAGE] Rank 339:	 158.965 MiB
[MEMUSAGE] Rank 340:	 159.094 MiB
[MEMUSAGE] Rank 341:	 158.895 MiB
[MEMUSAGE] Rank 342:	 158.891 MiB
[MEMUSAGE] Rank 343:	 158.883 MiB
[MEMUSAGE] Rank 344:	 158.984 MiB
[MEMUSAGE] Rank 345:	 159.129 MiB
[MEMUSAGE] Rank 346:	 158.934 MiB
[MEMUSAGE] Rank 347:	 158.984 MiB
[MEMUSAGE] Rank 348:	 159.027 MiB
[MEMUSAGE] Rank 349:	 159.082 MiB
[MEMUSAGE] Rank 350:	 158.992 MiB
[MEMUSAGE] Rank 351:	 158.723 MiB
[MEMUSAGE] Rank 352:	 158.648 MiB
[MEMUSAGE] Rank 353:	 160.973 MiB
[MEMUSAGE] Rank 354:	 158.992 MiB
[MEMUSAGE] Rank 355:	 158.816 MiB
[MEMUSAGE] Rank 356:	 158.949 MiB
[MEMUSAGE] Rank 357:	 159.012 MiB
[MEMUSAGE] Rank 358:	 158.859 MiB
[MEMUSAGE] Rank 359:	 160.816 MiB
[MEMUSAGE] Rank 360:	 160.820 MiB
[MEMUSAGE] Rank 361:	 158.863 MiB
[MEMUSAGE] Rank 362:	 159.027 MiB
[MEMUSAGE] Rank 363:	 158.758 MiB
[MEMUSAGE] Rank 364:	 159.000 MiB
[MEMUSAGE] Rank 365:	 158.902 MiB
[MEMUSAGE] Rank 366:	 158.844 MiB
[MEMUSAGE] Rank 367:	 158.668 MiB
[MEMUSAGE] Rank 368:	 158.949 MiB
[MEMUSAGE] Rank 369:	 158.887 MiB
[MEMUSAGE] Rank 370:	 157.027 MiB
[MEMUSAGE] Rank 371:	 159.062 MiB
[MEMUSAGE] Rank 372:	 159.168 MiB
[MEMUSAGE] Rank 373:	 158.852 MiB
[MEMUSAGE] Rank 374:	 158.625 MiB
[MEMUSAGE] Rank 375:	 158.801 MiB
[MEMUSAGE] Rank 376:	 158.691 MiB
[MEMUSAGE] Rank 377:	 158.715 MiB
[MEMUSAGE] Rank 378:	 158.672 MiB
[MEMUSAGE] Rank 379:	 156.641 MiB
[MEMUSAGE] Rank 380:	 158.777 MiB
[MEMUSAGE] Rank 381:	 158.477 MiB
[MEMUSAGE] Rank 382:	 158.582 MiB
[MEMUSAGE] Rank 383:	 158.672 MiB
[MEMUSAGE] Rank 384:	 160.566 MiB
[MEMUSAGE] Rank 385:	 159.000 MiB
[MEMUSAGE] Rank 386:	 158.891 MiB
[MEMUSAGE] Rank 387:	 156.914 MiB
[MEMUSAGE] Rank 388:	 158.965 MiB
[MEMUSAGE] Rank 389:	 158.988 MiB
[MEMUSAGE] Rank 390:	 160.828 MiB
[MEMUSAGE] Rank 391:	 158.898 MiB
[MEMUSAGE] Rank 392:	 159.090 MiB
[MEMUSAGE] Rank 393:	 158.992 MiB
[MEMUSAGE] Rank 394:	 158.957 MiB
[MEMUSAGE] Rank 395:	 159.066 MiB
[MEMUSAGE] Rank 396:	 159.188 MiB
[MEMUSAGE] Rank 397:	 158.934 MiB
[MEMUSAGE] Rank 398:	 159.082 MiB
[MEMUSAGE] Rank 399:	 158.992 MiB
[MEMUSAGE] Rank 400:	 158.926 MiB
[MEMUSAGE] Rank 401:	 159.027 MiB
[MEMUSAGE] Rank 402:	 159.062 MiB
[MEMUSAGE] Rank 403:	 156.961 MiB
[MEMUSAGE] Rank 404:	 159.117 MiB
[MEMUSAGE] Rank 405:	 161.004 MiB
[MEMUSAGE] Rank 406:	 159.121 MiB
[MEMUSAGE] Rank 407:	 156.949 MiB
[MEMUSAGE] Rank 408:	 158.984 MiB
[MEMUSAGE] Rank 409:	 158.996 MiB
[MEMUSAGE] Rank 410:	 159.055 MiB
[MEMUSAGE] Rank 411:	 158.887 MiB
[MEMUSAGE] Rank 412:	 161.039 MiB
[MEMUSAGE] Rank 413:	 158.852 MiB
[MEMUSAGE] Rank 414:	 159.031 MiB
[MEMUSAGE] Rank 415:	 158.750 MiB
[MEMUSAGE] Rank 416:	 159.078 MiB
[MEMUSAGE] Rank 417:	 158.898 MiB
[MEMUSAGE] Rank 418:	 158.953 MiB
[MEMUSAGE] Rank 419:	 160.539 MiB
[MEMUSAGE] Rank 420:	 158.621 MiB
[MEMUSAGE] Rank 421:	 160.773 MiB
[MEMUSAGE] Rank 422:	 160.820 MiB
[MEMUSAGE] Rank 423:	 158.664 MiB
[MEMUSAGE] Rank 424:	 158.773 MiB
[MEMUSAGE] Rank 425:	 158.918 MiB
[MEMUSAGE] Rank 426:	 159.066 MiB
[MEMUSAGE] Rank 427:	 159.102 MiB
[MEMUSAGE] Rank 428:	 159.016 MiB
[MEMUSAGE] Rank 429:	 159.109 MiB
[MEMUSAGE] Rank 430:	 159.102 MiB
[MEMUSAGE] Rank 431:	 158.852 MiB
[MEMUSAGE] Rank 432:	 158.906 MiB
[MEMUSAGE] Rank 433:	 158.891 MiB
[MEMUSAGE] Rank 434:	 158.918 MiB
[MEMUSAGE] Rank 435:	 160.812 MiB
[MEMUSAGE] Rank 436:	 161.219 MiB
[MEMUSAGE] Rank 437:	 158.973 MiB
[MEMUSAGE] Rank 438:	 159.227 MiB
[MEMUSAGE] Rank 439:	 158.879 MiB
[MEMUSAGE] Rank 440:	 158.965 MiB
[MEMUSAGE] Rank 441:	 158.844 MiB
[MEMUSAGE] Rank 442:	 158.863 MiB
[MEMUSAGE] Rank 443:	 158.875 MiB
[MEMUSAGE] Rank 444:	 158.945 MiB
[MEMUSAGE] Rank 445:	 158.949 MiB
[MEMUSAGE] Rank 446:	 158.930 MiB
[MEMUSAGE] Rank 447:	 158.816 MiB
[MEMUSAGE] Rank 448:	 158.793 MiB
[MEMUSAGE] Rank 449:	 158.531 MiB
[MEMUSAGE] Rank 450:	 158.617 MiB
[MEMUSAGE] Rank 451:	 158.629 MiB
[MEMUSAGE] Rank 452:	 158.809 MiB
[MEMUSAGE] Rank 453:	 158.602 MiB
[MEMUSAGE] Rank 454:	 158.547 MiB
[MEMUSAGE] Rank 455:	 158.555 MiB
[MEMUSAGE] Rank 456:	 158.770 MiB
[MEMUSAGE] Rank 457:	 158.949 MiB
[MEMUSAGE] Rank 458:	 160.680 MiB
[MEMUSAGE] Rank 459:	 158.750 MiB
[MEMUSAGE] Rank 460:	 158.875 MiB
[MEMUSAGE] Rank 461:	 158.676 MiB
[MEMUSAGE] Rank 462:	 158.914 MiB
[MEMUSAGE] Rank 463:	 158.645 MiB
[MEMUSAGE] Rank 464:	 158.797 MiB
[MEMUSAGE] Rank 465:	 160.676 MiB
[MEMUSAGE] Rank 466:	 158.883 MiB
[MEMUSAGE] Rank 467:	 158.730 MiB
[MEMUSAGE] Rank 468:	 158.656 MiB
[MEMUSAGE] Rank 469:	 158.762 MiB
[MEMUSAGE] Rank 470:	 158.844 MiB
[MEMUSAGE] Rank 471:	 160.672 MiB
[MEMUSAGE] Rank 472:	 160.629 MiB
[MEMUSAGE] Rank 473:	 158.652 MiB
[MEMUSAGE] Rank 474:	 158.805 MiB
[MEMUSAGE] Rank 475:	 158.781 MiB
[MEMUSAGE] Rank 476:	 158.910 MiB
[MEMUSAGE] Rank 477:	 158.898 MiB
[MEMUSAGE] Rank 478:	 158.938 MiB
[MEMUSAGE] Rank 479:	 158.602 MiB
[MEMUSAGE] Rank 480:	 158.508 MiB
[MEMUSAGE] Rank 481:	 159.145 MiB
[MEMUSAGE] Rank 482:	 158.895 MiB
[MEMUSAGE] Rank 483:	 158.703 MiB
[MEMUSAGE] Rank 484:	 158.789 MiB
[MEMUSAGE] Rank 485:	 158.762 MiB
[MEMUSAGE] Rank 486:	 160.859 MiB
[MEMUSAGE] Rank 487:	 158.812 MiB
[MEMUSAGE] Rank 488:	 158.703 MiB
[MEMUSAGE] Rank 489:	 158.812 MiB
[MEMUSAGE] Rank 490:	 158.738 MiB
[MEMUSAGE] Rank 491:	 158.770 MiB
[MEMUSAGE] Rank 492:	 158.902 MiB
[MEMUSAGE] Rank 493:	 158.660 MiB
[MEMUSAGE] Rank 494:	 158.840 MiB
[MEMUSAGE] Rank 495:	 160.438 MiB
[MEMUSAGE] Rank 496:	 156.938 MiB
[MEMUSAGE] Rank 497:	 159.000 MiB
[MEMUSAGE] Rank 498:	 160.828 MiB
[MEMUSAGE] Rank 499:	 159.027 MiB
[MEMUSAGE] Rank 500:	 159.098 MiB
[MEMUSAGE] Rank 501:	 158.926 MiB
