nodelist=n23m[0135,0137,0140-0141,0169-0172]
Parallel Research Kernels version 2.17
MPIRMA stencil execution on 2D grid
Number of ranks        = 384
Grid size              = 135765
Radius of stencil      = 1
Tiles in x/y-direction = 16/24
Type of stencil        = star
Data type              = double precision
Compact representation of stencil loop body
Number of iterations   = 400
Solution validates
Rate (MFlops/s): 789161.798462  Avg time (s): 0.256915  Total time (s): 102.766005
[MEMUSAGE] Total Memory Consumption (max_rss): 335430.387 MiB
[MEMUSAGE] Rank 0:	 873.480 MiB
[MEMUSAGE] Rank 55:	 873.145 MiB
[MEMUSAGE] Rank 56:	 873.398 MiB
[MEMUSAGE] Rank 57:	 871.059 MiB
[MEMUSAGE] Rank 58:	 873.457 MiB
[MEMUSAGE] Rank 59:	 873.352 MiB
[MEMUSAGE] Rank 60:	 873.465 MiB
[MEMUSAGE] Rank 61:	 873.262 MiB
[MEMUSAGE] Rank 62:	 873.355 MiB
[MEMUSAGE] Rank 63:	 875.344 MiB
[MEMUSAGE] Rank 64:	 873.613 MiB
[MEMUSAGE] Rank 65:	 875.648 MiB
[MEMUSAGE] Rank 66:	 873.363 MiB
[MEMUSAGE] Rank 67:	 873.469 MiB
[MEMUSAGE] Rank 68:	 873.398 MiB
[MEMUSAGE] Rank 69:	 873.516 MiB
[MEMUSAGE] Rank 70:	 873.641 MiB
[MEMUSAGE] Rank 71:	 873.414 MiB
[MEMUSAGE] Rank 72:	 873.602 MiB
[MEMUSAGE] Rank 73:	 873.070 MiB
[MEMUSAGE] Rank 74:	 871.316 MiB
[MEMUSAGE] Rank 75:	 873.203 MiB
[MEMUSAGE] Rank 76:	 873.500 MiB
[MEMUSAGE] Rank 77:	 873.121 MiB
[MEMUSAGE] Rank 78:	 873.273 MiB
[MEMUSAGE] Rank 79:	 873.152 MiB
[MEMUSAGE] Rank 80:	 873.402 MiB
[MEMUSAGE] Rank 81:	 873.266 MiB
[MEMUSAGE] Rank 82:	 873.152 MiB
[MEMUSAGE] Rank 83:	 875.312 MiB
[MEMUSAGE] Rank 84:	 873.457 MiB
[MEMUSAGE] Rank 85:	 873.113 MiB
[MEMUSAGE] Rank 86:	 873.516 MiB
[MEMUSAGE] Rank 87:	 873.141 MiB
[MEMUSAGE] Rank 88:	 873.262 MiB
[MEMUSAGE] Rank 89:	 873.062 MiB
[MEMUSAGE] Rank 90:	 873.402 MiB
[MEMUSAGE] Rank 91:	 873.199 MiB
[MEMUSAGE] Rank 92:	 875.230 MiB
[MEMUSAGE] Rank 93:	 875.270 MiB
[MEMUSAGE] Rank 94:	 873.094 MiB
[MEMUSAGE] Rank 95:	 873.254 MiB
[MEMUSAGE] Rank 96:	 873.438 MiB
[MEMUSAGE] Rank 97:	 873.379 MiB
[MEMUSAGE] Rank 98:	 873.523 MiB
[MEMUSAGE] Rank 99:	 873.488 MiB
[MEMUSAGE] Rank 100:	 873.328 MiB
[MEMUSAGE] Rank 101:	 873.539 MiB
[MEMUSAGE] Rank 102:	 873.605 MiB
[MEMUSAGE] Rank 103:	 873.434 MiB
[MEMUSAGE] Rank 104:	 873.340 MiB
[MEMUSAGE] Rank 105:	 873.160 MiB
[MEMUSAGE] Rank 106:	 873.395 MiB
[MEMUSAGE] Rank 107:	 873.332 MiB
[MEMUSAGE] Rank 108:	 873.410 MiB
[MEMUSAGE] Rank 109:	 873.195 MiB
[MEMUSAGE] Rank 110:	 873.227 MiB
[MEMUSAGE] Rank 111:	 875.133 MiB
[MEMUSAGE] Rank 112:	 873.520 MiB
[MEMUSAGE] Rank 113:	 871.578 MiB
[MEMUSAGE] Rank 114:	 873.539 MiB
[MEMUSAGE] Rank 115:	 873.430 MiB
[MEMUSAGE] Rank 116:	 873.500 MiB
[MEMUSAGE] Rank 117:	 873.332 MiB
[MEMUSAGE] Rank 118:	 873.422 MiB
[MEMUSAGE] Rank 119:	 873.129 MiB
[MEMUSAGE] Rank 120:	 873.348 MiB
[MEMUSAGE] Rank 121:	 873.531 MiB
[MEMUSAGE] Rank 122:	 873.445 MiB
[MEMUSAGE] Rank 123:	 873.504 MiB
[MEMUSAGE] Rank 124:	 873.527 MiB
[MEMUSAGE] Rank 125:	 873.184 MiB
[MEMUSAGE] Rank 126:	 873.277 MiB
[MEMUSAGE] Rank 127:	 873.348 MiB
[MEMUSAGE] Rank 128:	 873.566 MiB
[MEMUSAGE] Rank 129:	 873.508 MiB
[MEMUSAGE] Rank 130:	 873.309 MiB
[MEMUSAGE] Rank 131:	 875.410 MiB
[MEMUSAGE] Rank 132:	 873.219 MiB
[MEMUSAGE] Rank 133:	 873.332 MiB
[MEMUSAGE] Rank 134:	 871.375 MiB
[MEMUSAGE] Rank 135:	 873.352 MiB
[MEMUSAGE] Rank 136:	 871.531 MiB
[MEMUSAGE] Rank 137:	 873.211 MiB
[MEMUSAGE] Rank 138:	 873.434 MiB
[MEMUSAGE] Rank 139:	 873.121 MiB
[MEMUSAGE] Rank 140:	 871.152 MiB
[MEMUSAGE] Rank 141:	 873.145 MiB
[MEMUSAGE] Rank 142:	 871.371 MiB
[MEMUSAGE] Rank 143:	 873.297 MiB
[MEMUSAGE] Rank 144:	 873.703 MiB
[MEMUSAGE] Rank 145:	 873.465 MiB
[MEMUSAGE] Rank 146:	 873.598 MiB
[MEMUSAGE] Rank 147:	 873.320 MiB
[MEMUSAGE] Rank 148:	 873.305 MiB
[MEMUSAGE] Rank 149:	 873.164 MiB
[MEMUSAGE] Rank 150:	 873.355 MiB
[MEMUSAGE] Rank 151:	 873.414 MiB
[MEMUSAGE] Rank 152:	 873.480 MiB
[MEMUSAGE] Rank 153:	 873.293 MiB
[MEMUSAGE] Rank 154:	 873.473 MiB
[MEMUSAGE] Rank 155:	 873.324 MiB
[MEMUSAGE] Rank 156:	 875.383 MiB
[MEMUSAGE] Rank 157:	 873.344 MiB
[MEMUSAGE] Rank 158:	 873.422 MiB
[MEMUSAGE] Rank 159:	 873.207 MiB
[MEMUSAGE] Rank 160:	 873.492 MiB
[MEMUSAGE] Rank 161:	 873.488 MiB
[MEMUSAGE] Rank 162:	 873.500 MiB
[MEMUSAGE] Rank 163:	 873.527 MiB
[MEMUSAGE] Rank 164:	 873.352 MiB
[MEMUSAGE] Rank 165:	 873.383 MiB
[MEMUSAGE] Rank 166:	 873.441 MiB
[MEMUSAGE] Rank 167:	 873.383 MiB
[MEMUSAGE] Rank 168:	 873.566 MiB
[MEMUSAGE] Rank 169:	 873.453 MiB
[MEMUSAGE] Rank 170:	 873.211 MiB
[MEMUSAGE] Rank 171:	 873.488 MiB
[MEMUSAGE] Rank 172:	 873.445 MiB
[MEMUSAGE] Rank 173:	 875.484 MiB
[MEMUSAGE] Rank 174:	 871.523 MiB
[MEMUSAGE] Rank 175:	 873.215 MiB
[MEMUSAGE] Rank 176:	 873.531 MiB
[MEMUSAGE] Rank 177:	 873.453 MiB
[MEMUSAGE] Rank 178:	 873.527 MiB
[MEMUSAGE] Rank 179:	 873.434 MiB
[MEMUSAGE] Rank 180:	 873.406 MiB
[MEMUSAGE] Rank 181:	 873.332 MiB
[MEMUSAGE] Rank 182:	 873.441 MiB
[MEMUSAGE] Rank 183:	 871.258 MiB
[MEMUSAGE] Rank 184:	 873.254 MiB
[MEMUSAGE] Rank 185:	 875.301 MiB
[MEMUSAGE] Rank 186:	 873.461 MiB
[MEMUSAGE] Rank 187:	 873.191 MiB
[MEMUSAGE] Rank 188:	 873.215 MiB
[MEMUSAGE] Rank 189:	 873.023 MiB
[MEMUSAGE] Rank 190:	 873.461 MiB
[MEMUSAGE] Rank 191:	 873.148 MiB
[MEMUSAGE] Rank 192:	 873.449 MiB
[MEMUSAGE] Rank 193:	 875.113 MiB
[MEMUSAGE] Rank 194:	 875.469 MiB
[MEMUSAGE] Rank 195:	 875.453 MiB
[MEMUSAGE] Rank 196:	 873.539 MiB
[MEMUSAGE] Rank 197:	 873.367 MiB
[MEMUSAGE] Rank 198:	 873.359 MiB
[MEMUSAGE] Rank 199:	 873.223 MiB
[MEMUSAGE] Rank 200:	 875.305 MiB
[MEMUSAGE] Rank 201:	 873.254 MiB
[MEMUSAGE] Rank 202:	 875.488 MiB
[MEMUSAGE] Rank 203:	 873.105 MiB
[MEMUSAGE] Rank 204:	 873.340 MiB
[MEMUSAGE] Rank 205:	 873.180 MiB
[MEMUSAGE] Rank 206:	 873.375 MiB
[MEMUSAGE] Rank 207:	 873.262 MiB
[MEMUSAGE] Rank 208:	 873.656 MiB
[MEMUSAGE] Rank 209:	 873.477 MiB
[MEMUSAGE] Rank 210:	 873.336 MiB
[MEMUSAGE] Rank 211:	 873.473 MiB
[MEMUSAGE] Rank 212:	 873.523 MiB
[MEMUSAGE] Rank 213:	 873.379 MiB
[MEMUSAGE] Rank 214:	 875.648 MiB
[MEMUSAGE] Rank 215:	 873.230 MiB
[MEMUSAGE] Rank 216:	 873.676 MiB
[MEMUSAGE] Rank 217:	 873.520 MiB
[MEMUSAGE] Rank 218:	 873.402 MiB
[MEMUSAGE] Rank 219:	 873.320 MiB
[MEMUSAGE] Rank 220:	 871.469 MiB
[MEMUSAGE] Rank 221:	 873.551 MiB
[MEMUSAGE] Rank 222:	 873.414 MiB
[MEMUSAGE] Rank 223:	 873.375 MiB
[MEMUSAGE] Rank 224:	 873.461 MiB
[MEMUSAGE] Rank 225:	 873.410 MiB
[MEMUSAGE] Rank 226:	 873.301 MiB
[MEMUSAGE] Rank 227:	 873.305 MiB
[MEMUSAGE] Rank 228:	 873.367 MiB
[MEMUSAGE] Rank 229:	 873.391 MiB
[MEMUSAGE] Rank 230:	 873.504 MiB
[MEMUSAGE] Rank 231:	 873.312 MiB
[MEMUSAGE] Rank 232:	 873.512 MiB
[MEMUSAGE] Rank 233:	 873.160 MiB
[MEMUSAGE] Rank 234:	 875.379 MiB
[MEMUSAGE] Rank 235:	 873.090 MiB
[MEMUSAGE] Rank 236:	 873.324 MiB
[MEMUSAGE] Rank 237:	 873.293 MiB
[MEMUSAGE] Rank 238:	 873.203 MiB
[MEMUSAGE] Rank 239:	 873.301 MiB
[MEMUSAGE] Rank 240:	 873.488 MiB
[MEMUSAGE] Rank 241:	 873.441 MiB
[MEMUSAGE] Rank 242:	 873.445 MiB
[MEMUSAGE] Rank 243:	 873.562 MiB
[MEMUSAGE] Rank 244:	 875.438 MiB
[MEMUSAGE] Rank 245:	 873.387 MiB
[MEMUSAGE] Rank 246:	 875.262 MiB
[MEMUSAGE] Rank 247:	 875.547 MiB
[MEMUSAGE] Rank 248:	 873.535 MiB
[MEMUSAGE] Rank 249:	 873.434 MiB
[MEMUSAGE] Rank 250:	 873.375 MiB
[MEMUSAGE] Rank 251:	 875.355 MiB
[MEMUSAGE] Rank 252:	 875.551 MiB
[MEMUSAGE] Rank 253:	 873.227 MiB
[MEMUSAGE] Rank 254:	 875.457 MiB
[MEMUSAGE] Rank 255:	 873.426 MiB
[MEMUSAGE] Rank 256:	 873.352 MiB
[MEMUSAGE] Rank 257:	 873.422 MiB
[MEMUSAGE] Rank 258:	 875.551 MiB
[MEMUSAGE] Rank 259:	 873.562 MiB
[MEMUSAGE] Rank 260:	 873.500 MiB
[MEMUSAGE] Rank 261:	 873.488 MiB
[MEMUSAGE] Rank 262:	 873.352 MiB
[MEMUSAGE] Rank 263:	 873.250 MiB
[MEMUSAGE] Rank 264:	 873.488 MiB
[MEMUSAGE] Rank 265:	 873.309 MiB
[MEMUSAGE] Rank 266:	 873.742 MiB
[MEMUSAGE] Rank 267:	 873.645 MiB
[MEMUSAGE] Rank 268:	 873.418 MiB
[MEMUSAGE] Rank 269:	 873.270 MiB
[MEMUSAGE] Rank 270:	 873.609 MiB
[MEMUSAGE] Rank 271:	 873.352 MiB
[MEMUSAGE] Rank 272:	 873.504 MiB
[MEMUSAGE] Rank 273:	 873.328 MiB
[MEMUSAGE] Rank 274:	 873.375 MiB
[MEMUSAGE] Rank 275:	 873.402 MiB
[MEMUSAGE] Rank 276:	 873.418 MiB
[MEMUSAGE] Rank 277:	 873.188 MiB
[MEMUSAGE] Rank 278:	 875.562 MiB
[MEMUSAGE] Rank 279:	 873.242 MiB
[MEMUSAGE] Rank 280:	 873.504 MiB
[MEMUSAGE] Rank 281:	 873.430 MiB
[MEMUSAGE] Rank 282:	 873.555 MiB
[MEMUSAGE] Rank 283:	 873.469 MiB
[MEMUSAGE] Rank 284:	 873.301 MiB
[MEMUSAGE] Rank 285:	 873.500 MiB
[MEMUSAGE] Rank 286:	 873.207 MiB
[MEMUSAGE] Rank 287:	 873.492 MiB
[MEMUSAGE] Rank 288:	 873.566 MiB
[MEMUSAGE] Rank 289:	 873.309 MiB
[MEMUSAGE] Rank 290:	 875.590 MiB
[MEMUSAGE] Rank 291:	 873.617 MiB
[MEMUSAGE] Rank 292:	 873.414 MiB
[MEMUSAGE] Rank 293:	 873.328 MiB
[MEMUSAGE] Rank 294:	 873.293 MiB
[MEMUSAGE] Rank 295:	 873.465 MiB
[MEMUSAGE] Rank 296:	 873.398 MiB
[MEMUSAGE] Rank 297:	 875.559 MiB
[MEMUSAGE] Rank 298:	 873.340 MiB
[MEMUSAGE] Rank 299:	 873.207 MiB
[MEMUSAGE] Rank 300:	 873.547 MiB
[MEMUSAGE] Rank 301:	 871.250 MiB
[MEMUSAGE] Rank 302:	 873.441 MiB
[MEMUSAGE] Rank 303:	 873.207 MiB
[MEMUSAGE] Rank 304:	 873.754 MiB
[MEMUSAGE] Rank 305:	 873.375 MiB
[MEMUSAGE] Rank 306:	 873.645 MiB
[MEMUSAGE] Rank 307:	 873.613 MiB
[MEMUSAGE] Rank 308:	 873.574 MiB
[MEMUSAGE] Rank 309:	 873.496 MiB
[MEMUSAGE] Rank 310:	 873.559 MiB
[MEMUSAGE] Rank 311:	 873.441 MiB
[MEMUSAGE] Rank 312:	 871.395 MiB
[MEMUSAGE] Rank 313:	 873.367 MiB
[MEMUSAGE] Rank 314:	 873.543 MiB
[MEMUSAGE] Rank 315:	 873.254 MiB
[MEMUSAGE] Rank 316:	 873.645 MiB
[MEMUSAGE] Rank 317:	 873.352 MiB
[MEMUSAGE] Rank 318:	 879.336 MiB
[MEMUSAGE] Rank 319:	 873.438 MiB
[MEMUSAGE] Rank 320:	 873.613 MiB
[MEMUSAGE] Rank 321:	 873.312 MiB
[MEMUSAGE] Rank 322:	 873.434 MiB
[MEMUSAGE] Rank 323:	 871.395 MiB
[MEMUSAGE] Rank 324:	 873.355 MiB
[MEMUSAGE] Rank 325:	 873.156 MiB
[MEMUSAGE] Rank 326:	 873.387 MiB
[MEMUSAGE] Rank 327:	 872.953 MiB
[MEMUSAGE] Rank 328:	 873.359 MiB
[MEMUSAGE] Rank 329:	 871.258 MiB
[MEMUSAGE] Rank 330:	 873.336 MiB
[MEMUSAGE] Rank 331:	 873.348 MiB
[MEMUSAGE] Rank 332:	 873.469 MiB
[MEMUSAGE] Rank 333:	 873.172 MiB
[MEMUSAGE] Rank 334:	 873.508 MiB
[MEMUSAGE] Rank 335:	 871.383 MiB
[MEMUSAGE] Rank 336:	 873.324 MiB
[MEMUSAGE] Rank 337:	 873.145 MiB
[MEMUSAGE] Rank 338:	 873.133 MiB
[MEMUSAGE] Rank 339:	 873.402 MiB
[MEMUSAGE] Rank 340:	 873.449 MiB
[MEMUSAGE] Rank 341:	 875.203 MiB
[MEMUSAGE] Rank 342:	 873.570 MiB
[MEMUSAGE] Rank 343:	 875.125 MiB
[MEMUSAGE] Rank 344:	 875.270 MiB
[MEMUSAGE] Rank 345:	 873.195 MiB
[MEMUSAGE] Rank 346:	 873.277 MiB
[MEMUSAGE] Rank 347:	 873.086 MiB
[MEMUSAGE] Rank 348:	 873.410 MiB
[MEMUSAGE] Rank 349:	 874.992 MiB
[MEMUSAGE] Rank 350:	 873.438 MiB
[MEMUSAGE] Rank 351:	 873.277 MiB
[MEMUSAGE] Rank 352:	 875.301 MiB
[MEMUSAGE] Rank 353:	 873.273 MiB
[MEMUSAGE] Rank 354:	 873.656 MiB
[MEMUSAGE] Rank 355:	 873.586 MiB
[MEMUSAGE] Rank 356:	 873.473 MiB
[MEMUSAGE] Rank 357:	 873.055 MiB
[MEMUSAGE] Rank 358:	 873.293 MiB
[MEMUSAGE] Rank 359:	 873.117 MiB
[MEMUSAGE] Rank 360:	 873.273 MiB
[MEMUSAGE] Rank 361:	 873.148 MiB
[MEMUSAGE] Rank 362:	 873.301 MiB
[MEMUSAGE] Rank 363:	 873.199 MiB
[MEMUSAGE] Rank 364:	 873.504 MiB
[MEMUSAGE] Rank 365:	 873.422 MiB
[MEMUSAGE] Rank 366:	 875.379 MiB
[MEMUSAGE] Rank 367:	 873.188 MiB
[MEMUSAGE] Rank 368:	 875.148 MiB
[MEMUSAGE] Rank 369:	 873.148 MiB
[MEMUSAGE] Rank 370:	 873.180 MiB
[MEMUSAGE] Rank 371:	 873.184 MiB
[MEMUSAGE] Rank 372:	 873.090 MiB
[MEMUSAGE] Rank 373:	 875.320 MiB
[MEMUSAGE] Rank 374:	 874.926 MiB
[MEMUSAGE] Rank 375:	 873.105 MiB
[MEMUSAGE] Rank 376:	 873.270 MiB
[MEMUSAGE] Rank 377:	 873.137 MiB
[MEMUSAGE] Rank 378:	 873.000 MiB
[MEMUSAGE] Rank 379:	 872.961 MiB
[MEMUSAGE] Rank 380:	 872.949 MiB
[MEMUSAGE] Rank 381:	 872.977 MiB
[MEMUSAGE] Rank 382:	 873.219 MiB
[MEMUSAGE] Rank 383:	 873.137 MiB
EXECUTION VERIFICATION CHECK: SUCCESS
